Abbreviation,TimeFromTransfusion,Z_Mean,VitalName,PlotOrder,Pred,LCL,UCL,VitalParam
ARTd,-205.7236667,0.379948312,Diastolic Blood Pressure (mmHg),3,-0.054212261,-0.125997782,0.01757326,ARTd
ARTd,-205.3733333,0.231350656,Diastolic Blood Pressure (mmHg),3,-0.054318257,-0.12611364,0.017477126,ARTd
ARTd,-203.8598333,0.119902414,Diastolic Blood Pressure (mmHg),3,-0.054750804,-0.126594742,0.017093133,ARTd
ARTd,-203.3826667,-0.58593645,Diastolic Blood Pressure (mmHg),3,-0.054873055,-0.126789904,0.017043793,ARTd
ARTd,-202.5313333,0.045603586,Diastolic Blood Pressure (mmHg),3,-0.05509667,-0.126988615,0.016795275,ARTd
ARTd,-202.2618333,-0.164290602,Diastolic Blood Pressure (mmHg),3,-0.055162453,-0.127071182,0.016746276,ARTd
ARTd,-201.7198333,-0.474488208,Diastolic Blood Pressure (mmHg),3,-0.055285376,-0.127286018,0.016715266,ARTd
ARTd,-201.3626667,-0.102994069,Diastolic Blood Pressure (mmHg),3,-0.055368714,-0.127377879,0.016640452,ARTd
ARTd,-200.6151667,-0.437338794,Diastolic Blood Pressure (mmHg),3,-0.05553564,-0.12756594,0.01649466,ARTd
ARTd,-200.1125,-0.334434918,Diastolic Blood Pressure (mmHg),3,-0.055640079,-0.127712482,0.016432324,ARTd
ARTd,-199.5795,-0.474488208,Diastolic Blood Pressure (mmHg),3,-0.055749264,-0.127833384,0.016334855,ARTd
ARTd,-199.5021667,-0.259021608,Diastolic Blood Pressure (mmHg),3,-0.055764525,-0.127852609,0.01632356,ARTd
ARTd,-198.9391667,-0.028695241,Diastolic Blood Pressure (mmHg),3,-0.055875469,-0.127952189,0.016201252,ARTd
ARTd,-198.502,0.454247139,Diastolic Blood Pressure (mmHg),3,-0.055959111,-0.127982631,0.016064409,ARTd
ARTd,-197.8383333,-0.41987857,Diastolic Blood Pressure (mmHg),3,-0.056075304,-0.128097317,0.015946709,ARTd
ARTd,-197.6813333,0.045603586,Diastolic Blood Pressure (mmHg),3,-0.056101267,-0.128153376,0.015950842,ARTd
ARTd,-196.4363333,-0.114696135,Diastolic Blood Pressure (mmHg),3,-0.056290645,-0.128224498,0.015643209,ARTd
ARTd,-196.1771667,-0.214442311,Diastolic Blood Pressure (mmHg),3,-0.056329497,-0.128312745,0.015653751,ARTd
ARTd,-195.3006667,-0.214442311,Diastolic Blood Pressure (mmHg),3,-0.056434557,-0.128319641,0.015450527,ARTd
ARTd,-194.441,0.342798898,Diastolic Blood Pressure (mmHg),3,-0.056533157,-0.128436447,0.015370133,ARTd
ARTd,-194.028,0.26850007,Diastolic Blood Pressure (mmHg),3,-0.056576372,-0.12848934,0.015336596,ARTd
ARTd,-193.5568333,-0.511637622,Diastolic Blood Pressure (mmHg),3,-0.056615273,-0.128493361,0.015262816,ARTd
ARTd,-193.0031667,-0.028695241,Diastolic Blood Pressure (mmHg),3,-0.056663767,-0.128552363,0.015224829,ARTd
ARTd,-192.5306667,0.00288176,Diastolic Blood Pressure (mmHg),3,-0.056693643,-0.12855095,0.015163664,ARTd
ARTd,-191.9281667,0.367565174,Diastolic Blood Pressure (mmHg),3,-0.056746702,-0.128669615,0.015176211,ARTd
ARTd,-191.3563333,-0.329605494,Diastolic Blood Pressure (mmHg),3,-0.05677829,-0.128693452,0.015136873,ARTd
ARTd,-190.8241667,-0.400189381,Diastolic Blood Pressure (mmHg),3,-0.056825917,-0.128841116,0.015189282,ARTd
ARTd,-190.388,0.016131718,Diastolic Blood Pressure (mmHg),3,-0.056847904,-0.128875391,0.015179583,ARTd
ARTd,-189.856,-0.126026706,Diastolic Blood Pressure (mmHg),3,-0.056879994,-0.128961972,0.015201984,ARTd
ARTd,-189.0608333,0.045603586,Diastolic Blood Pressure (mmHg),3,-0.056914896,-0.129045295,0.015215503,ARTd
ARTd,-188.6743333,0.305649484,Diastolic Blood Pressure (mmHg),3,-0.056919575,-0.129033457,0.015194307,ARTd
ARTd,-187.8658333,-0.246948048,Diastolic Blood Pressure (mmHg),3,-0.056926536,-0.129023655,0.015170584,ARTd
ARTd,-187.2241667,-0.251591725,Diastolic Blood Pressure (mmHg),3,-0.056931227,-0.129033817,0.015171364,ARTd
ARTd,-186.9036667,-0.065844655,Diastolic Blood Pressure (mmHg),3,-0.056921595,-0.128993297,0.015150107,ARTd
ARTd,-186.1565,-0.697384692,Diastolic Blood Pressure (mmHg),3,-0.056919459,-0.129001579,0.01516266,ARTd
ARTd,-185.2578333,0.265528117,Diastolic Blood Pressure (mmHg),3,-0.056918495,-0.129037512,0.015200521,ARTd
ARTd,-185.0491667,0.194201242,Diastolic Blood Pressure (mmHg),3,-0.0569218,-0.129061608,0.015218008,ARTd
ARTd,-184.104,-0.217785758,Diastolic Blood Pressure (mmHg),3,-0.056905481,-0.129061996,0.015251034,ARTd
ARTd,-183.3081667,-0.131970612,Diastolic Blood Pressure (mmHg),3,-0.056860153,-0.128965141,0.015244835,ARTd
ARTd,-182.5951667,-0.171348991,Diastolic Blood Pressure (mmHg),3,-0.056794552,-0.128808893,0.01521979,ARTd
ARTd,-181.7936667,0.305649484,Diastolic Blood Pressure (mmHg),3,-0.056757975,-0.128771007,0.015255057,ARTd
ARTd,-181.2578333,0.008454172,Diastolic Blood Pressure (mmHg),3,-0.056719558,-0.128706248,0.015267133,ARTd
ARTd,-180.5893333,-0.065844655,Diastolic Blood Pressure (mmHg),3,-0.056632446,-0.128511096,0.015246204,ARTd
ARTd,-178.7803333,-0.288741139,Diastolic Blood Pressure (mmHg),3,-0.056469253,-0.128246407,0.015307901,ARTd
ARTd,-178.5208333,0.526688496,Diastolic Blood Pressure (mmHg),3,-0.056449174,-0.128221248,0.0153229,ARTd
ARTd,-178.2295,0.342798898,Diastolic Blood Pressure (mmHg),3,-0.056436678,-0.128222764,0.015349408,ARTd
ARTd,-177.7945,-0.214442311,Diastolic Blood Pressure (mmHg),3,-0.056383138,-0.12812482,0.015358544,ARTd
ARTd,-176.9556667,0.379948312,Diastolic Blood Pressure (mmHg),3,-0.056322275,-0.128061612,0.015417062,ARTd
ARTd,-176.1425,-0.102251081,Diastolic Blood Pressure (mmHg),3,-0.056226788,-0.127900625,0.01544705,ARTd
ARTd,-175.8218333,-0.189552204,Diastolic Blood Pressure (mmHg),3,-0.056236334,-0.127969178,0.01549651,ARTd
ARTd,-175.3705,0.565695381,Diastolic Blood Pressure (mmHg),3,-0.056224535,-0.12799413,0.01554506,ARTd
ARTd,-174.9376667,-0.37232732,Diastolic Blood Pressure (mmHg),3,-0.056233419,-0.128070873,0.015604035,ARTd
ARTd,-173.815,-0.511637622,Diastolic Blood Pressure (mmHg),3,-0.056100485,-0.127852536,0.015651567,ARTd
ARTd,-173.376,0.417097725,Diastolic Blood Pressure (mmHg),3,-0.056044185,-0.127757019,0.01566865,ARTd
ARTd,-172.9408333,-0.548787036,Diastolic Blood Pressure (mmHg),3,-0.056014572,-0.127731253,0.015702109,ARTd
ARTd,-172.6138333,-0.067702126,Diastolic Blood Pressure (mmHg),3,-0.056014221,-0.127768054,0.015739611,ARTd
ARTd,-172.4808333,0.201259631,Diastolic Blood Pressure (mmHg),3,-0.056020363,-0.127798717,0.01575799,ARTd
ARTd,-172.0275,0.342798898,Diastolic Blood Pressure (mmHg),3,-0.056000407,-0.127797759,0.015796945,ARTd
ARTd,-171.4991667,-0.251591725,Diastolic Blood Pressure (mmHg),3,-0.055973484,-0.127786323,0.015839356,ARTd
ARTd,-171.0526667,-0.288741139,Diastolic Blood Pressure (mmHg),3,-0.055949639,-0.127773115,0.015873836,ARTd
ARTd,-170.6146667,0.119902414,Diastolic Blood Pressure (mmHg),3,-0.055976193,-0.127880588,0.015928202,ARTd
ARTd,-170.1115,0.064178293,Diastolic Blood Pressure (mmHg),3,-0.055923607,-0.127800831,0.015953617,ARTd
ARTd,-169.521,-0.354124107,Diastolic Blood Pressure (mmHg),3,-0.055886221,-0.127764956,0.015992514,ARTd
ARTd,-169.1498333,0.491396553,Diastolic Blood Pressure (mmHg),3,-0.05583632,-0.127679489,0.01600685,ARTd
ARTd,-169.1151667,0.138477121,Diastolic Blood Pressure (mmHg),3,-0.055828587,-0.127664247,0.016007074,ARTd
ARTd,-168.143,-0.467801314,Diastolic Blood Pressure (mmHg),3,-0.055764639,-0.127596576,0.016067297,ARTd
ARTd,-167.4365,-0.477831656,Diastolic Blood Pressure (mmHg),3,-0.055740107,-0.127595302,0.016115089,ARTd
ARTd,-167.134,-0.474488208,Diastolic Blood Pressure (mmHg),3,-0.05572089,-0.127573948,0.016132167,ARTd
ARTd,-166.389,-0.028695241,Diastolic Blood Pressure (mmHg),3,-0.055790569,-0.12778002,0.016198881,ARTd
ARTd,-165.4685,0.008454172,Diastolic Blood Pressure (mmHg),3,-0.05570239,-0.127641966,0.016237186,ARTd
ARTd,-165.0955,-0.136057048,Diastolic Blood Pressure (mmHg),3,-0.055635009,-0.127516567,0.016246549,ARTd
ARTd,-164.6148333,0.57275377,Diastolic Blood Pressure (mmHg),3,-0.055628501,-0.127529724,0.016272723,ARTd
ARTd,-162.9175,0.127084634,Diastolic Blood Pressure (mmHg),3,-0.055512804,-0.127368267,0.016342659,ARTd
ARTd,-162.3291667,0.491396553,Diastolic Blood Pressure (mmHg),3,-0.055512334,-0.127394207,0.01636954,ARTd
ARTd,-161.9181667,0.019068291,Diastolic Blood Pressure (mmHg),3,-0.055481226,-0.127346741,0.016384289,ARTd
ARTd,-161.2633333,-0.028695241,Diastolic Blood Pressure (mmHg),3,-0.055520428,-0.127454841,0.016413985,ARTd
ARTd,-160.5063333,0.342798898,Diastolic Blood Pressure (mmHg),3,-0.055523289,-0.127488345,0.016441766,ARTd
ARTd,-160.1485,-0.721903305,Diastolic Blood Pressure (mmHg),3,-0.055510564,-0.127474685,0.016453557,ARTd
ARTd,-159.0473333,-0.429537418,Diastolic Blood Pressure (mmHg),3,-0.055425767,-0.127338978,0.016487444,ARTd
ARTd,-158.7855,1.308683659,Diastolic Blood Pressure (mmHg),3,-0.055394657,-0.127284511,0.016495197,ARTd
ARTd,-158.0421667,-0.140143483,Diastolic Blood Pressure (mmHg),3,-0.055374037,-0.127265931,0.016517857,ARTd
ARTd,-157.9321667,0.961336639,Diastolic Blood Pressure (mmHg),3,-0.05539039,-0.127301862,0.016521082,ARTd
ARTd,-156.1961667,-0.437338794,Diastolic Blood Pressure (mmHg),3,-0.055414104,-0.127392413,0.016564205,ARTd
ARTd,-155.2923333,-0.214442311,Diastolic Blood Pressure (mmHg),3,-0.055375675,-0.127335216,0.016583866,ARTd
ARTd,-154.7801667,-0.102994069,Diastolic Blood Pressure (mmHg),3,-0.055411139,-0.127412781,0.016590504,ARTd
ARTd,-153.8181667,0.231350656,Diastolic Blood Pressure (mmHg),3,-0.055267262,-0.127145896,0.016611371,ARTd
ARTd,-153.3628333,-0.288741139,Diastolic Blood Pressure (mmHg),3,-0.055257955,-0.127132775,0.016616865,ARTd
ARTd,-152.2713333,-0.363039967,Diastolic Blood Pressure (mmHg),3,-0.055329953,-0.127281807,0.016621901,ARTd
ARTd,-151.9461667,0.658568916,Diastolic Blood Pressure (mmHg),3,-0.05538785,-0.127395775,0.016620075,ARTd
ARTd,-151.3446667,-0.437338794,Diastolic Blood Pressure (mmHg),3,-0.055348226,-0.127320719,0.016624268,ARTd
ARTd,-150.2771667,0.194201242,Diastolic Blood Pressure (mmHg),3,-0.055374814,-0.127372787,0.016623159,ARTd
ARTd,-150.0075,-0.325890553,Diastolic Blood Pressure (mmHg),3,-0.055319521,-0.127263509,0.016624466,ARTd
ARTd,-149.3361667,-0.214442311,Diastolic Blood Pressure (mmHg),3,-0.055412924,-0.127444853,0.016619004,ARTd
ARTd,-148.4396667,-0.474488208,Diastolic Blood Pressure (mmHg),3,-0.055384991,-0.127384213,0.016614232,ARTd
ARTd,-147.9805,-0.025351794,Diastolic Blood Pressure (mmHg),3,-0.05529204,-0.127192257,0.016608178,ARTd
ARTd,-147.4638333,-0.065844655,Diastolic Blood Pressure (mmHg),3,-0.055300178,-0.12720101,0.016600654,ARTd
ARTd,-147.064,-0.177292897,Diastolic Blood Pressure (mmHg),3,-0.055281135,-0.127154247,0.016591977,ARTd
ARTd,-146.137,-1.217476486,Diastolic Blood Pressure (mmHg),3,-0.055348516,-0.127274237,0.016577206,ARTd
ARTd,-145.3786667,-0.140143483,Diastolic Blood Pressure (mmHg),3,-0.055390202,-0.127342796,0.016562392,ARTd
ARTd,-144.5545,0.037430715,Diastolic Blood Pressure (mmHg),3,-0.055432052,-0.127408265,0.016544161,ARTd
ARTd,-143.99,-0.398208078,Diastolic Blood Pressure (mmHg),3,-0.055386119,-0.127284975,0.016512737,ARTd
ARTd,-143.3235,0.200516642,Diastolic Blood Pressure (mmHg),3,-0.055386272,-0.127253468,0.016480924,ARTd
ARTd,-142.1525,-0.58593645,Diastolic Blood Pressure (mmHg),3,-0.055383236,-0.12717216,0.016405689,ARTd
ARTd,-141.8326667,-0.116739352,Diastolic Blood Pressure (mmHg),3,-0.055370218,-0.127113199,0.016372763,ARTd
ARTd,-141.0231667,-0.58593645,Diastolic Blood Pressure (mmHg),3,-0.055381779,-0.127065941,0.016302382,ARTd
ARTd,-140.2618333,-0.140143483,Diastolic Blood Pressure (mmHg),3,-0.055441801,-0.127148998,0.016265397,ARTd
ARTd,-139.6123333,-0.140143483,Diastolic Blood Pressure (mmHg),3,-0.055487146,-0.127200714,0.016226421,ARTd
ARTd,-139.291,-0.11562487,Diastolic Blood Pressure (mmHg),3,-0.05551375,-0.127238252,0.016210751,ARTd
ARTd,-138.2485,-0.177292897,Diastolic Blood Pressure (mmHg),3,-0.055583296,-0.127299751,0.01613316,ARTd
ARTd,-137.984,-0.487119009,Diastolic Blood Pressure (mmHg),3,-0.055591195,-0.127276932,0.016094542,ARTd
ARTd,-137.3893333,-0.140514977,Diastolic Blood Pressure (mmHg),3,-0.055640131,-0.127333889,0.016053626,ARTd
ARTd,-137.1295,-0.416906617,Diastolic Blood Pressure (mmHg),3,-0.055643971,-0.127284709,0.015996767,ARTd
ARTd,-136.8553333,-0.363039967,Diastolic Blood Pressure (mmHg),3,-0.055650933,-0.127235986,0.015934121,ARTd
ARTd,-135.9166667,-0.087072892,Diastolic Blood Pressure (mmHg),3,-0.055751467,-0.127403935,0.015901,ARTd
ARTd,-135.6591667,0.825741278,Diastolic Blood Pressure (mmHg),3,-0.055762915,-0.127363369,0.015837539,ARTd
ARTd,-134.1848333,0.157051828,Diastolic Blood Pressure (mmHg),3,-0.055901951,-0.12747853,0.015674629,ARTd
ARTd,-133.7968333,-0.660235278,Diastolic Blood Pressure (mmHg),3,-0.055944686,-0.127548499,0.015659127,ARTd
ARTd,-133.4988333,-0.214442311,Diastolic Blood Pressure (mmHg),3,-0.055970845,-0.127529264,0.015587574,ARTd
ARTd,-133.0878333,-0.623085864,Diastolic Blood Pressure (mmHg),3,-0.056013705,-0.127559413,0.015532003,ARTd
ARTd,-131.8423333,0.395551065,Diastolic Blood Pressure (mmHg),3,-0.056152878,-0.127804249,0.015498493,ARTd
ARTd,-131.551,0.565695381,Diastolic Blood Pressure (mmHg),3,-0.056184497,-0.127778384,0.015409391,ARTd
ARTd,-131.0265,0.045603586,Diastolic Blood Pressure (mmHg),3,-0.056242495,-0.127883322,0.015398331,ARTd
ARTd,-130.0646667,0.714293037,Diastolic Blood Pressure (mmHg),3,-0.05634925,-0.128023303,0.015324803,ARTd
ARTd,-129.9168333,-0.308058834,Diastolic Blood Pressure (mmHg),3,-0.056364238,-0.12806223,0.015333754,ARTd
ARTd,-129.5135,-0.140143483,Diastolic Blood Pressure (mmHg),3,-0.056411873,-0.128091468,0.015267723,ARTd
ARTd,-128.6941667,-0.288741139,Diastolic Blood Pressure (mmHg),3,-0.056514283,-0.128146699,0.015118133,ARTd
ARTd,-128.214,0.082753,Diastolic Blood Pressure (mmHg),3,-0.056581528,-0.128160836,0.014997779,ARTd
ARTd,-128.0323333,-0.363039967,Diastolic Blood Pressure (mmHg),3,-0.05660967,-0.128158745,0.014939406,ARTd
ARTd,-127.581,-0.028695241,Diastolic Blood Pressure (mmHg),3,-0.056658238,-0.128252167,0.01493569,ARTd
ARTd,-126.361,-0.111909929,Diastolic Blood Pressure (mmHg),3,-0.056810694,-0.128420668,0.014799279,ARTd
ARTd,-125.534,-0.028695241,Diastolic Blood Pressure (mmHg),3,-0.056907835,-0.128558708,0.014743039,ARTd
ARTd,-124.6143333,-0.339338641,Diastolic Blood Pressure (mmHg),3,-0.057038853,-0.128659133,0.014581427,ARTd
ARTd,-123.0831667,-0.114881882,Diastolic Blood Pressure (mmHg),3,-0.05730266,-0.128772396,0.014167076,ARTd
ARTd,-122.6215,0.119902414,Diastolic Blood Pressure (mmHg),3,-0.05736615,-0.128844666,0.014112365,ARTd
ARTd,-122.2376667,-0.19995404,Diastolic Blood Pressure (mmHg),3,-0.057406775,-0.128925459,0.014111909,ARTd
ARTd,-121.2183333,0.428799791,Diastolic Blood Pressure (mmHg),3,-0.057602013,-0.129006483,0.013802457,ARTd
ARTd,-120.309,0.008454172,Diastolic Blood Pressure (mmHg),3,-0.057720661,-0.12916921,0.013727887,ARTd
ARTd,-119.665,-0.028695241,Diastolic Blood Pressure (mmHg),3,-0.057791876,-0.129301069,0.013717316,ARTd
ARTd,-119.4973333,-0.734534106,Diastolic Blood Pressure (mmHg),3,-0.057804716,-0.129342398,0.013732965,ARTd
ARTd,-118.498,-0.177292897,Diastolic Blood Pressure (mmHg),3,-0.057948646,-0.129502728,0.013605436,ARTd
ARTd,-117.4975,0.096250621,Diastolic Blood Pressure (mmHg),3,-0.058106137,-0.129650413,0.013438138,ARTd
ARTd,-117.2798333,0.192591434,Diastolic Blood Pressure (mmHg),3,-0.058139599,-0.129683873,0.013404675,ARTd
ARTd,-116.4515,0.454247139,Diastolic Blood Pressure (mmHg),3,-0.058246421,-0.129832725,0.013339882,ARTd
ARTd,-116.0176667,0.082753,Diastolic Blood Pressure (mmHg),3,-0.058315591,-0.12989759,0.013266408,ARTd
ARTd,-115.6293333,-0.313507415,Diastolic Blood Pressure (mmHg),3,-0.058367138,-0.129965822,0.013231546,ARTd
ARTd,-115.3518333,-0.110423952,Diastolic Blood Pressure (mmHg),3,-0.05842067,-0.129999257,0.013157917,ARTd
ARTd,-114.7773333,0.305649484,Diastolic Blood Pressure (mmHg),3,-0.058543452,-0.130059848,0.012972944,ARTd
ARTd,-114.2621667,-0.065844655,Diastolic Blood Pressure (mmHg),3,-0.058602503,-0.13015968,0.012954675,ARTd
ARTd,-113.7836667,-0.384586627,Diastolic Blood Pressure (mmHg),3,-0.058655656,-0.130253144,0.012941831,ARTd
ARTd,-113.19,-0.093335222,Diastolic Blood Pressure (mmHg),3,-0.05869531,-0.130389212,0.012998593,ARTd
ARTd,-112.969,-0.942942318,Diastolic Blood Pressure (mmHg),3,-0.058751313,-0.130406882,0.012904257,ARTd
ARTd,-112.5991667,-0.04652696,Diastolic Blood Pressure (mmHg),3,-0.058815025,-0.130460698,0.012830649,ARTd
ARTd,-112.3841667,-0.058786267,Diastolic Blood Pressure (mmHg),3,-0.058826775,-0.130511451,0.012857902,ARTd
ARTd,-112.0403333,-0.331983057,Diastolic Blood Pressure (mmHg),3,-0.058910591,-0.130543214,0.012722033,ARTd
ARTd,-111.2911667,-0.324404576,Diastolic Blood Pressure (mmHg),3,-0.058964684,-0.130708687,0.012779319,ARTd
ARTd,-111.1285,-0.301124277,Diastolic Blood Pressure (mmHg),3,-0.058972895,-0.130746905,0.012801114,ARTd
ARTd,-110.8673333,-0.236360465,Diastolic Blood Pressure (mmHg),3,-0.059035625,-0.130772279,0.01270103,ARTd
ARTd,-110.3176667,0.063992546,Diastolic Blood Pressure (mmHg),3,-0.059131134,-0.130852431,0.012590163,ARTd
ARTd,-109.305,-0.474488208,Diastolic Blood Pressure (mmHg),3,-0.059297803,-0.131006123,0.012410517,ARTd
ARTd,-108.7923333,-0.808832933,Diastolic Blood Pressure (mmHg),3,-0.059405087,-0.131067159,0.012256985,ARTd
ARTd,-108.4215,-0.177292897,Diastolic Blood Pressure (mmHg),3,-0.059458167,-0.131127755,0.012211421,ARTd
ARTd,-107.4726667,-0.043059682,Diastolic Blood Pressure (mmHg),3,-0.059618023,-0.131263075,0.012027029,ARTd
ARTd,-106.0251667,-0.374742032,Diastolic Blood Pressure (mmHg),3,-0.059854425,-0.131462895,0.011754045,ARTd
ARTd,-105.8518333,-0.140143483,Diastolic Blood Pressure (mmHg),3,-0.059868303,-0.131496044,0.011759438,ARTd
ARTd,-105.2381667,-0.344341428,Diastolic Blood Pressure (mmHg),3,-0.059926422,-0.131604826,0.011751982,ARTd
ARTd,-104.5895,-0.177292897,Diastolic Blood Pressure (mmHg),3,-0.060018274,-0.131693844,0.011657296,ARTd
ARTd,-103.6935,-0.509965899,Diastolic Blood Pressure (mmHg),3,-0.060173472,-0.131786374,0.011439429,ARTd
ARTd,-102.7256667,-0.220757711,Diastolic Blood Pressure (mmHg),3,-0.060251731,-0.131943493,0.011440031,ARTd
ARTd,-102.0716667,0.082753,Diastolic Blood Pressure (mmHg),3,-0.060347509,-0.132007319,0.0113123,ARTd
ARTd,-101.6143333,0.033963437,Diastolic Blood Pressure (mmHg),3,-0.060378887,-0.132076925,0.011319152,ARTd
ARTd,-100.988,-0.808832933,Diastolic Blood Pressure (mmHg),3,-0.060410133,-0.132176165,0.011355899,ARTd
ARTd,-100.2036667,-0.283168727,Diastolic Blood Pressure (mmHg),3,-0.060439159,-0.132298213,0.011419895,ARTd
ARTd,-99.9655,-0.214442311,Diastolic Blood Pressure (mmHg),3,-0.060435505,-0.132342593,0.011471584,ARTd
ARTd,-98.6515,0.602844795,Diastolic Blood Pressure (mmHg),3,-0.060476753,-0.132517383,0.011563877,ARTd
ARTd,-97.8615,-0.548787036,Diastolic Blood Pressure (mmHg),3,-0.060552451,-0.132565394,0.011460491,ARTd
ARTd,-97.52316667,0.528545967,Diastolic Blood Pressure (mmHg),3,-0.060606837,-0.132562103,0.011348429,ARTd
ARTd,-97.18616667,-0.288741139,Diastolic Blood Pressure (mmHg),3,-0.060608409,-0.132599315,0.011382497,ARTd
ARTd,-96.31733333,-0.77168352,Diastolic Blood Pressure (mmHg),3,-0.060601538,-0.132689414,0.011486338,ARTd
ARTd,-95.92533333,-0.477460161,Diastolic Blood Pressure (mmHg),3,-0.060573708,-0.132741657,0.011594241,ARTd
ARTd,-95.11833333,-0.327624192,Diastolic Blood Pressure (mmHg),3,-0.060566604,-0.132795761,0.011662553,ARTd
ARTd,-94.5615,-0.437338794,Diastolic Blood Pressure (mmHg),3,-0.060592619,-0.132798783,0.011613546,ARTd
ARTd,-93.852,-0.400189381,Diastolic Blood Pressure (mmHg),3,-0.060516922,-0.132867534,0.01183369,ARTd
ARTd,-93.31066667,0.583898594,Diastolic Blood Pressure (mmHg),3,-0.060491923,-0.132885319,0.011901473,ARTd
ARTd,-93.1375,-0.214442311,Diastolic Blood Pressure (mmHg),3,-0.060493262,-0.132883038,0.011896515,ARTd
ARTd,-92.36583333,0.26850007,Diastolic Blood Pressure (mmHg),3,-0.060496613,-0.132861985,0.011868759,ARTd
ARTd,-92.20733333,0.179341476,Diastolic Blood Pressure (mmHg),3,-0.060501649,-0.132851757,0.011848458,ARTd
ARTd,-91.881,-0.471144761,Diastolic Blood Pressure (mmHg),3,-0.06050911,-0.132829198,0.011810978,ARTd
ARTd,-91.67366667,4.664514048,Diastolic Blood Pressure (mmHg),3,-0.060522025,-0.132805432,0.011761383,ARTd
ARTd,-91.241,0.008454172,Diastolic Blood Pressure (mmHg),3,-0.060489115,-0.132799431,0.0118212,ARTd
ARTd,-90.70616666,-0.322175611,Diastolic Blood Pressure (mmHg),3,-0.060468518,-0.132765412,0.011828376,ARTd
ARTd,-90.06066667,-0.251591725,Diastolic Blood Pressure (mmHg),3,-0.060389071,-0.132756961,0.011978819,ARTd
ARTd,-89.59416667,-0.880655134,Diastolic Blood Pressure (mmHg),3,-0.060366272,-0.13271136,0.011978816,ARTd
ARTd,-89.08583333,-0.146830378,Diastolic Blood Pressure (mmHg),3,-0.060368822,-0.132622381,0.011884737,ARTd
ARTd,-88.30616666,-0.58593645,Diastolic Blood Pressure (mmHg),3,-0.060249509,-0.132585874,0.012086856,ARTd
ARTd,-87.63983334,-0.250105748,Diastolic Blood Pressure (mmHg),3,-0.060122075,-0.132558462,0.012314313,ARTd
ARTd,-87.22116667,-0.530583823,Diastolic Blood Pressure (mmHg),3,-0.060049789,-0.132524294,0.012424715,ARTd
ARTd,-86.5265,0.064178293,Diastolic Blood Pressure (mmHg),3,-0.059915524,-0.13246492,0.012633873,ARTd
ARTd,-86.02016667,-0.474488208,Diastolic Blood Pressure (mmHg),3,-0.059850182,-0.132380741,0.012680377,ARTd
ARTd,-85.86066667,-0.177292897,Diastolic Blood Pressure (mmHg),3,-0.059818606,-0.132362012,0.012724801,ARTd
ARTd,-84.86566667,-0.174506691,Diastolic Blood Pressure (mmHg),3,-0.059707849,-0.132129649,0.012713951,ARTd
ARTd,-84.17033333,-0.251591725,Diastolic Blood Pressure (mmHg),3,-0.059553104,-0.132023793,0.012917585,ARTd
ARTd,-83.64766666,-0.288741139,Diastolic Blood Pressure (mmHg),3,-0.059455399,-0.131905142,0.012994343,ARTd
ARTd,-82.99433333,-0.115996364,Diastolic Blood Pressure (mmHg),3,-0.059321166,-0.131749985,0.013107654,ARTd
ARTd,-82.83816667,-0.246576554,Diastolic Blood Pressure (mmHg),3,-0.05928682,-0.131712303,0.013138663,ARTd
ARTd,-82.64233333,-0.288741139,Diastolic Blood Pressure (mmHg),3,-0.059244165,-0.131662168,0.013173838,ARTd
ARTd,-81.61983333,0.008454172,Diastolic Blood Pressure (mmHg),3,-0.059003672,-0.131386897,0.013379554,ARTd
ARTd,-80.87933333,0.565695381,Diastolic Blood Pressure (mmHg),3,-0.058798728,-0.1312018,0.013604344,ARTd
ARTd,-80.63416667,-0.214442311,Diastolic Blood Pressure (mmHg),3,-0.058740925,-0.131108148,0.013626299,ARTd
ARTd,-80.413,-0.512752105,Diastolic Blood Pressure (mmHg),3,-0.058675388,-0.131050649,0.013699873,ARTd
ARTd,-79.602,8.109255368,Diastolic Blood Pressure (mmHg),3,-0.058439104,-0.130794333,0.013916124,ARTd
ARTd,-79.02083333,-0.042316693,Diastolic Blood Pressure (mmHg),3,-0.058280587,-0.130522821,0.013961648,ARTd
ARTd,-78.63416667,1.88227061,Diastolic Blood Pressure (mmHg),3,-0.058152825,-0.130397811,0.014092161,ARTd
ARTd,-77.97733334,-0.177292897,Diastolic Blood Pressure (mmHg),3,-0.05793363,-0.130150038,0.014282778,ARTd
ARTd,-75.82883333,-0.068816609,Diastolic Blood Pressure (mmHg),3,-0.05714074,-0.129267845,0.014986364,ARTd
ARTd,-75.07616667,-0.209736719,Diastolic Blood Pressure (mmHg),3,-0.056830317,-0.129047849,0.015387216,ARTd
ARTd,-74.643,-0.214442311,Diastolic Blood Pressure (mmHg),3,-0.056645446,-0.128941329,0.015650436,ARTd
ARTd,-73.8225,0.974338934,Diastolic Blood Pressure (mmHg),3,-0.056296668,-0.128572657,0.015979322,ARTd
ARTd,-73.30183333,0.268871564,Diastolic Blood Pressure (mmHg),3,-0.056068714,-0.128265079,0.016127651,ARTd
ARTd,-73.1475,0.404714587,Diastolic Blood Pressure (mmHg),3,-0.055999351,-0.128184898,0.016186196,ARTd
ARTd,-72.46433333,-0.124293067,Diastolic Blood Pressure (mmHg),3,-0.055687047,-0.127939836,0.016565742,ARTd
