Abbreviation,TimeFromTransfusion,Z_Mean,VitalName,PlotOrder,Pred,LCL,UCL,VitalParam
FIO2(u),-232.3585,-0.66616292,Fraction of Inspired Oxygen (%),5,-0.028370782,-0.161677645,0.104936082,FIO2
FIO2(u),-232.0968333,-1.003845338,Fraction of Inspired Oxygen (%),5,-0.028548358,-0.161904526,0.104807809,FIO2
FIO2(u),-231.7136667,1.621157611,Fraction of Inspired Oxygen (%),5,-0.028687303,-0.162061175,0.104686569,FIO2
FIO2(u),-230.9485,-0.328480502,Fraction of Inspired Oxygen (%),5,-0.028965957,-0.162386959,0.104455046,FIO2
FIO2(u),-229.9391667,-0.566344847,Fraction of Inspired Oxygen (%),5,-0.029351377,-0.16286749,0.104164737,FIO2
FIO2(u),-229.1813333,-0.035397648,Fraction of Inspired Oxygen (%),5,-0.029390702,-0.162869185,0.10408778,FIO2
FIO2(u),-228.4371667,3.666366219,Fraction of Inspired Oxygen (%),5,-0.029261445,-0.162628042,0.104105152,FIO2
FIO2(u),-227.7646667,-0.978359873,Fraction of Inspired Oxygen (%),5,-0.029172395,-0.162460758,0.104115968,FIO2
FIO2(u),-227.3406667,-0.252024105,Fraction of Inspired Oxygen (%),5,-0.029073919,-0.162294907,0.104147069,FIO2
FIO2(u),-226.8478333,2.513148904,Fraction of Inspired Oxygen (%),5,-0.029266235,-0.162576714,0.104044244,FIO2
FIO2(u),-226.1738333,1.226132895,Fraction of Inspired Oxygen (%),5,-0.0295556,-0.163016798,0.103905597,FIO2
FIO2(u),-225.847,-0.353965967,Fraction of Inspired Oxygen (%),5,-0.029486431,-0.162910716,0.103937854,FIO2
FIO2(u),-225.565,-1.121715616,Fraction of Inspired Oxygen (%),5,-0.029517691,-0.162962389,0.103927008,FIO2
FIO2(u),-224.846,-0.290252304,Fraction of Inspired Oxygen (%),5,-0.029370235,-0.162748088,0.104007619,FIO2
FIO2(u),-224.2456667,-0.627934722,Fraction of Inspired Oxygen (%),5,-0.02953541,-0.163031267,0.103960447,FIO2
FIO2(u),-222.7341667,0.60173899,Fraction of Inspired Oxygen (%),5,-0.029181617,-0.162569126,0.104205891,FIO2
FIO2(u),-221.6705,0.283170671,Fraction of Inspired Oxygen (%),5,-0.028807417,-0.162070307,0.104455474,FIO2
FIO2(u),-220.9206667,-0.035397648,Fraction of Inspired Oxygen (%),5,-0.028849077,-0.162228116,0.104529961,FIO2
FIO2(u),-220.4098333,-0.608820623,Fraction of Inspired Oxygen (%),5,-0.028717841,-0.162084727,0.104649044,FIO2
FIO2(u),-220.0165,-0.576963791,Fraction of Inspired Oxygen (%),5,-0.028829984,-0.162329726,0.104669758,FIO2
FIO2(u),-219.672,0.538025326,Fraction of Inspired Oxygen (%),5,-0.028898474,-0.162501091,0.104704143,FIO2
FIO2(u),-219.2923333,3.768308081,Fraction of Inspired Oxygen (%),5,-0.028626464,-0.16211731,0.104864383,FIO2
FIO2(u),-217.875,-0.478207612,Fraction of Inspired Oxygen (%),5,-0.028670316,-0.162489311,0.105148679,FIO2
FIO2(u),-217.2883333,1.93972593,Fraction of Inspired Oxygen (%),5,-0.028560432,-0.162448351,0.105327487,FIO2
FIO2(u),-217.0985,-0.662977237,Fraction of Inspired Oxygen (%),5,-0.028400289,-0.162223103,0.105422525,FIO2
FIO2(u),-216.0028333,-0.029026282,Fraction of Inspired Oxygen (%),5,-0.02825195,-0.162281258,0.105777357,FIO2
FIO2(u),-215.385,-0.98260745,Fraction of Inspired Oxygen (%),5,-0.02781268,-0.161704353,0.106078993,FIO2
FIO2(u),-214.8208333,0.283170671,Fraction of Inspired Oxygen (%),5,-0.027512448,-0.161359562,0.106334665,FIO2
FIO2(u),-214.4788333,-0.672534286,Fraction of Inspired Oxygen (%),5,-0.027196182,-0.160909309,0.106516945,FIO2
FIO2(u),-214.1181667,-0.035397648,Fraction of Inspired Oxygen (%),5,-0.027113959,-0.160891959,0.106664041,FIO2
FIO2(u),-213.265,-0.672534286,Fraction of Inspired Oxygen (%),5,-0.026907301,-0.160850703,0.107036102,FIO2
FIO2(u),-212.7376667,-0.503693077,Fraction of Inspired Oxygen (%),5,-0.026556062,-0.160418544,0.107306421,FIO2
FIO2(u),-212.3776667,-0.353965967,Fraction of Inspired Oxygen (%),5,-0.026239045,-0.159975777,0.107497687,FIO2
FIO2(u),-211.6716667,0.49554955,Fraction of Inspired Oxygen (%),5,-0.026043928,-0.159936265,0.10784841,FIO2
FIO2(u),-210.2936667,-0.322109136,Fraction of Inspired Oxygen (%),5,-0.025270521,-0.159133414,0.108592373,FIO2
FIO2(u),-209.2163333,-0.672534286,Fraction of Inspired Oxygen (%),5,-0.024622373,-0.158441086,0.10919634,FIO2
FIO2(u),-208.1943333,-0.417679631,Fraction of Inspired Oxygen (%),5,-0.023925445,-0.15761626,0.10976537,FIO2
FIO2(u),-206.758,-0.035397648,Fraction of Inspired Oxygen (%),5,-0.023108794,-0.156866721,0.110649132,FIO2
FIO2(u),-205.6576667,-0.035397648,Fraction of Inspired Oxygen (%),5,-0.022511663,-0.156436056,0.11141273,FIO2
FIO2(u),-204.4811667,-0.608820623,Fraction of Inspired Oxygen (%),5,-0.021627402,-0.155340832,0.112086028,FIO2
FIO2(u),-203.6925,0.665452653,Fraction of Inspired Oxygen (%),5,-0.021187467,-0.155122632,0.112747698,FIO2
FIO2(u),-202.6028333,-0.341223235,Fraction of Inspired Oxygen (%),5,-0.02035944,-0.154112024,0.113393143,FIO2
FIO2(u),-201.986,-0.991102606,Fraction of Inspired Oxygen (%),5,-0.019862373,-0.15336176,0.113637014,FIO2
FIO2(u),-201.4648333,1.238875628,Fraction of Inspired Oxygen (%),5,-0.019494117,-0.152969978,0.113981743,FIO2
FIO2(u),-200.6478333,-0.672534286,Fraction of Inspired Oxygen (%),5,-0.018914517,-0.152393405,0.114564371,FIO2
FIO2(u),-200.1575,-1.245957261,Fraction of Inspired Oxygen (%),5,-0.018556018,-0.151957296,0.114845259,FIO2
FIO2(u),-199.0786667,2.513148904,Fraction of Inspired Oxygen (%),5,-0.017765533,-0.151204468,0.115673401,FIO2
FIO2(u),-198.1341667,-0.991102606,Fraction of Inspired Oxygen (%),5,-0.017040603,-0.150569054,0.116487849,FIO2
FIO2(u),-197.8073333,-0.997473972,Fraction of Inspired Oxygen (%),5,-0.016792306,-0.15029599,0.116711378,FIO2
FIO2(u),-196.7451667,-0.522807177,Fraction of Inspired Oxygen (%),5,-0.016018634,-0.149324061,0.117286794,FIO2
FIO2(u),-196.3665,-0.035397648,Fraction of Inspired Oxygen (%),5,-0.015687348,-0.149106883,0.117732186,FIO2
FIO2(u),-195.9115,1.621157611,Fraction of Inspired Oxygen (%),5,-0.015332972,-0.148735632,0.118069688,FIO2
FIO2(u),-195.669,0.216271324,Fraction of Inspired Oxygen (%),5,-0.015110256,-0.148585786,0.118365274,FIO2
FIO2(u),-194.401,-0.353965967,Fraction of Inspired Oxygen (%),5,-0.013981834,-0.147632138,0.11966847,FIO2
FIO2(u),-194.1605,0.283170671,Fraction of Inspired Oxygen (%),5,-0.013737911,-0.14746011,0.119984288,FIO2
FIO2(u),-193.2781667,-0.041769015,Fraction of Inspired Oxygen (%),5,-0.013048454,-0.146666293,0.120569385,FIO2
FIO2(u),-192.7386667,0.497673339,Fraction of Inspired Oxygen (%),5,-0.012474913,-0.146246816,0.12129699,FIO2
FIO2(u),-192.3336667,-0.991102606,Fraction of Inspired Oxygen (%),5,-0.012234672,-0.145856509,0.121387164,FIO2
FIO2(u),-192.0126667,-0.347594601,Fraction of Inspired Oxygen (%),5,-0.01189859,-0.145592927,0.121795746,FIO2
FIO2(u),-191.5578333,0.283170671,Fraction of Inspired Oxygen (%),5,-0.011489965,-0.145196237,0.122216307,FIO2
FIO2(u),-189.9316667,-0.353965967,Fraction of Inspired Oxygen (%),5,-0.010058114,-0.143761711,0.123645484,FIO2
FIO2(u),-189.2935,0.920307309,Fraction of Inspired Oxygen (%),5,-0.009632708,-0.143213619,0.123948202,FIO2
FIO2(u),-188.8286667,1.302589292,Fraction of Inspired Oxygen (%),5,-0.009332083,-0.142826513,0.124162348,FIO2
FIO2(u),-188.4011667,1.557443947,Fraction of Inspired Oxygen (%),5,-0.00905594,-0.142478141,0.124366261,FIO2
FIO2(u),-187.3106667,-0.927388942,Fraction of Inspired Oxygen (%),5,-0.007929002,-0.141502306,0.125644303,FIO2
FIO2(u),-186.7518333,0.831108179,Fraction of Inspired Oxygen (%),5,-0.007490638,-0.141036242,0.126054965,FIO2
FIO2(u),-186.722,-0.353965967,Fraction of Inspired Oxygen (%),5,-0.007452343,-0.141007005,0.126102319,FIO2
FIO2(u),-186.1945,-0.003540817,Fraction of Inspired Oxygen (%),5,-0.006897535,-0.140524674,0.126729604,FIO2
FIO2(u),-185.4381667,0.283170671,Fraction of Inspired Oxygen (%),5,-0.006276303,-0.139890373,0.127337768,FIO2
FIO2(u),-184.2973333,3.468853861,Fraction of Inspired Oxygen (%),5,-0.005399459,-0.138969155,0.128170236,FIO2
FIO2(u),-184.1528333,-0.06725448,Fraction of Inspired Oxygen (%),5,-0.00536806,-0.138886634,0.128150514,FIO2
FIO2(u),-183.0078333,0.283170671,Fraction of Inspired Oxygen (%),5,-0.004365244,-0.137929178,0.12919869,FIO2
FIO2(u),-182.458,-0.672534286,Fraction of Inspired Oxygen (%),5,-0.004014316,-0.137532756,0.129504125,FIO2
FIO2(u),-181.2853333,-0.672534286,Fraction of Inspired Oxygen (%),5,-0.003820625,-0.136981869,0.129340619,FIO2
FIO2(u),-180.6833333,0.123886511,Fraction of Inspired Oxygen (%),5,-0.003455141,-0.136582483,0.129672201,FIO2
FIO2(u),-180.3235,0.30228477,Fraction of Inspired Oxygen (%),5,-0.003018698,-0.136232827,0.130195431,FIO2
FIO2(u),-179.9375,-0.197867491,Fraction of Inspired Oxygen (%),5,-0.002991906,-0.13608909,0.130105277,FIO2
FIO2(u),-179.7385,0.283170671,Fraction of Inspired Oxygen (%),5,-0.002977803,-0.136016781,0.130061176,FIO2
FIO2(u),-178.6756667,-0.764919099,Fraction of Inspired Oxygen (%),5,-0.002400502,-0.13537504,0.130574036,FIO2
FIO2(u),-178.0491667,1.079591468,Fraction of Inspired Oxygen (%),5,-0.0016804,-0.134792059,0.131431258,FIO2
FIO2(u),-177.1958333,0.283170671,Fraction of Inspired Oxygen (%),5,-0.000794542,-0.134049587,0.132460503,FIO2
FIO2(u),-176.3091667,-0.318923452,Fraction of Inspired Oxygen (%),5,-0.000055742,-0.133383059,0.133271575,FIO2
FIO2(u),-175.5941667,-0.672534286,Fraction of Inspired Oxygen (%),5,2.52548E-05,-0.133149619,0.133200128,FIO2
FIO2(u),-175.2818333,-0.672534286,Fraction of Inspired Oxygen (%),5,0.000454316,-0.132819277,0.13372791,FIO2
FIO2(u),-175.0816667,-0.942255463,Fraction of Inspired Oxygen (%),5,0.000747507,-0.132596525,0.134091538,FIO2
FIO2(u),-174.8035,-0.704391118,Fraction of Inspired Oxygen (%),5,0.000855796,-0.132463727,0.13417532,FIO2
FIO2(u),-174.3328333,-0.022654916,Fraction of Inspired Oxygen (%),5,0.001551867,-0.131935535,0.13503927,FIO2
FIO2(u),-172.6458333,-0.8594277,Fraction of Inspired Oxygen (%),5,0.001668261,-0.131479359,0.134815882,FIO2
FIO2(u),-171.4148333,-0.322109136,Fraction of Inspired Oxygen (%),5,0.002491181,-0.130718788,0.13570115,FIO2
FIO2(u),-171.0241667,-0.513250127,Fraction of Inspired Oxygen (%),5,0.003041492,-0.130302764,0.136385748,FIO2
FIO2(u),-170.6111667,-0.025840599,Fraction of Inspired Oxygen (%),5,0.003549995,-0.129907669,0.137007658,FIO2
FIO2(u),-169.8835,0.920307309,Fraction of Inspired Oxygen (%),5,0.004285051,-0.129311319,0.13788142,FIO2
FIO2(u),-169.6798333,-0.035397648,Fraction of Inspired Oxygen (%),5,0.004593295,-0.129081351,0.138267942,FIO2
FIO2(u),-168.9621667,-0.949688724,Fraction of Inspired Oxygen (%),5,0.004786694,-0.12882488,0.138398268,FIO2
FIO2(u),-168.7221667,-0.353965967,Fraction of Inspired Oxygen (%),5,0.004755763,-0.128798918,0.138310444,FIO2
FIO2(u),-168.3578333,2.513148904,Fraction of Inspired Oxygen (%),5,0.005305896,-0.128390715,0.139002508,FIO2
FIO2(u),-167.7548333,-0.672534286,Fraction of Inspired Oxygen (%),5,0.005753141,-0.128003196,0.139509479,FIO2
FIO2(u),-167.1388333,-0.704391118,Fraction of Inspired Oxygen (%),5,0.006493777,-0.127432553,0.140420107,FIO2
FIO2(u),-167.027,-0.991102606,Fraction of Inspired Oxygen (%),5,0.00666481,-0.12730625,0.140635871,FIO2
FIO2(u),-165.8278333,-0.759609627,Fraction of Inspired Oxygen (%),5,0.007287484,-0.126711537,0.141286506,FIO2
FIO2(u),-165.6778333,0.187600175,Fraction of Inspired Oxygen (%),5,0.007248271,-0.126710454,0.141206996,FIO2
FIO2(u),-164.8795,1.557443947,Fraction of Inspired Oxygen (%),5,0.007607862,-0.126352708,0.141568431,FIO2
FIO2(u),-164.3331667,0.287418248,Fraction of Inspired Oxygen (%),5,0.008434237,-0.125750197,0.142618672,FIO2
FIO2(u),-163.5928333,-0.672534286,Fraction of Inspired Oxygen (%),5,0.009149257,-0.125187738,0.143486251,FIO2
FIO2(u),-162.7476667,-0.353965967,Fraction of Inspired Oxygen (%),5,0.009789293,-0.124659297,0.144237882,FIO2
FIO2(u),-162.5308333,-0.347594601,Fraction of Inspired Oxygen (%),5,0.010065685,-0.12445526,0.144586629,FIO2
FIO2(u),-162.1655,-0.035397648,Fraction of Inspired Oxygen (%),5,0.009964983,-0.124460867,0.144390834,FIO2
FIO2(u),-161.1121667,-0.59607789,Fraction of Inspired Oxygen (%),5,0.009968852,-0.124292774,0.144230479,FIO2
FIO2(u),-159.8636667,-0.672534286,Fraction of Inspired Oxygen (%),5,0.011435434,-0.123215575,0.146086442,FIO2
FIO2(u),-159.3586667,0.60173899,Fraction of Inspired Oxygen (%),5,0.011436777,-0.123137443,0.146010997,FIO2
FIO2(u),-159.1515,0.474311662,Fraction of Inspired Oxygen (%),5,0.011731137,-0.122930642,0.146392916,FIO2
FIO2(u),-158.1443333,-0.742619317,Fraction of Inspired Oxygen (%),5,0.012376758,-0.122395696,0.147149211,FIO2
FIO2(u),-157.6958333,-0.51643581,Fraction of Inspired Oxygen (%),5,0.0125139,-0.122246408,0.147274209,FIO2
FIO2(u),-157.3968333,-1.258699994,Fraction of Inspired Oxygen (%),5,0.012777735,-0.122047235,0.147602704,FIO2
FIO2(u),-156.6978333,0.283170671,Fraction of Inspired Oxygen (%),5,0.013237512,-0.121674593,0.148149616,FIO2
FIO2(u),-156.4761667,0.933050041,Fraction of Inspired Oxygen (%),5,0.013212062,-0.121653824,0.148077947,FIO2
FIO2(u),-156.04,-0.991102606,Fraction of Inspired Oxygen (%),5,0.013804424,-0.121251151,0.14886,FIO2
FIO2(u),-155.6901667,-0.991102606,Fraction of Inspired Oxygen (%),5,0.013742877,-0.121229686,0.148715439,FIO2
FIO2(u),-155.0725,-0.991102606,Fraction of Inspired Oxygen (%),5,0.014236865,-0.120857218,0.149330947,FIO2
FIO2(u),-154.1853333,-0.185124758,Fraction of Inspired Oxygen (%),5,0.014395684,-0.120619982,0.149411349,FIO2
FIO2(u),-153.6401667,3.723708516,Fraction of Inspired Oxygen (%),5,0.01472835,-0.12034787,0.14980457,FIO2
FIO2(u),-151.9455,0.697309485,Fraction of Inspired Oxygen (%),5,0.015741826,-0.119518187,0.151001839,FIO2
FIO2(u),-150.6603333,1.302589292,Fraction of Inspired Oxygen (%),5,0.016442958,-0.118922849,0.151808766,FIO2
FIO2(u),-149.7556667,-0.991102606,Fraction of Inspired Oxygen (%),5,0.017125939,-0.118429558,0.152681437,FIO2
FIO2(u),-149.3575,2.032110742,Fraction of Inspired Oxygen (%),5,0.017145314,-0.118319166,0.152609794,FIO2
FIO2(u),-148.3948333,1.238875628,Fraction of Inspired Oxygen (%),5,0.017382925,-0.117952011,0.152717861,FIO2
FIO2(u),-147.0898333,-0.66616292,Fraction of Inspired Oxygen (%),5,0.018040959,-0.117308871,0.153390789,FIO2
FIO2(u),-146.6173333,-1.022959437,Fraction of Inspired Oxygen (%),5,0.018407519,-0.117048008,0.153863046,FIO2
FIO2(u),-145.1985,-0.035397648,Fraction of Inspired Oxygen (%),5,0.019462033,-0.116303671,0.155227737,FIO2
FIO2(u),-144.8486667,-0.637491771,Fraction of Inspired Oxygen (%),5,0.01977224,-0.11613328,0.155677761,FIO2
FIO2(u),-143.0293333,1.876012266,Fraction of Inspired Oxygen (%),5,0.02060829,-0.115079485,0.156296065,FIO2
FIO2(u),-141.1053333,-0.353965967,Fraction of Inspired Oxygen (%),5,0.021824185,-0.113792745,0.157441114,FIO2
FIO2(u),-139.7721667,-0.66616292,Fraction of Inspired Oxygen (%),5,0.022813826,-0.113122474,0.158750126,FIO2
FIO2(u),-139.5276667,0.130257878,Fraction of Inspired Oxygen (%),5,0.022981516,-0.112919606,0.158882638,FIO2
FIO2(u),-139.1353333,-0.322109136,Fraction of Inspired Oxygen (%),5,0.02326248,-0.11269657,0.159221529,FIO2
FIO2(u),-138.6835,-0.653420187,Fraction of Inspired Oxygen (%),5,0.023587368,-0.112384905,0.15955964,FIO2
FIO2(u),-137.9461667,-0.978359873,Fraction of Inspired Oxygen (%),5,0.024151573,-0.111712899,0.160016044,FIO2
FIO2(u),-137.626,0.913935942,Fraction of Inspired Oxygen (%),5,0.024368535,-0.111638928,0.160375999,FIO2
FIO2(u),-136.4271667,0.346884334,Fraction of Inspired Oxygen (%),5,0.025262155,-0.110848504,0.161372814,FIO2
FIO2(u),-136.0395,-0.353965967,Fraction of Inspired Oxygen (%),5,0.025568315,-0.110543551,0.161680181,FIO2
FIO2(u),-135.665,-0.969864718,Fraction of Inspired Oxygen (%),5,0.025789051,-0.110476172,0.162054274,FIO2
FIO2(u),-134.9711667,1.557443947,Fraction of Inspired Oxygen (%),5,0.026303222,-0.110023668,0.162630113,FIO2
FIO2(u),-134.379,-0.991102606,Fraction of Inspired Oxygen (%),5,0.026690696,-0.109762073,0.163143465,FIO2
FIO2(u),-133.9788333,-0.672534286,Fraction of Inspired Oxygen (%),5,0.027078838,-0.109287449,0.163445125,FIO2
FIO2(u),-133.3096667,-0.353965967,Fraction of Inspired Oxygen (%),5,0.027693141,-0.108602761,0.163989042,FIO2
FIO2(u),-132.6148333,3.78742218,Fraction of Inspired Oxygen (%),5,0.028355668,-0.107864612,0.164575948,FIO2
FIO2(u),-132.0051667,-0.353965967,Fraction of Inspired Oxygen (%),5,0.028664751,-0.107775039,0.16510454,FIO2
FIO2(u),-131.7933333,0.608110356,Fraction of Inspired Oxygen (%),5,0.028847227,-0.107591086,0.165285539,FIO2
FIO2(u),-130.1061667,-0.672534286,Fraction of Inspired Oxygen (%),5,0.029900724,-0.106865545,0.166666994,FIO2
FIO2(u),-128.7653333,-0.691648386,Fraction of Inspired Oxygen (%),5,0.030978235,-0.105836854,0.167793325,FIO2
FIO2(u),-128.1851667,-0.029026282,Fraction of Inspired Oxygen (%),5,0.031426406,-0.105424041,0.168276853,FIO2
FIO2(u),-127.6118333,0.840665229,Fraction of Inspired Oxygen (%),5,0.032167834,-0.104522944,0.168858611,FIO2
FIO2(u),-126.7588333,-0.022654916,Fraction of Inspired Oxygen (%),5,0.032735814,-0.104073592,0.169545221,FIO2
FIO2(u),-126.1621667,1.238875628,Fraction of Inspired Oxygen (%),5,0.033424281,-0.103289049,0.170137611,FIO2
FIO2(u),-125.4268333,-0.991102606,Fraction of Inspired Oxygen (%),5,0.033884687,-0.102945773,0.170715148,FIO2
FIO2(u),-125.3341667,-0.353965967,Fraction of Inspired Oxygen (%),5,0.034018574,-0.102782611,0.170819759,FIO2
FIO2(u),-124.9643333,0.257685205,Fraction of Inspired Oxygen (%),5,0.034250807,-0.102607022,0.171108636,FIO2
FIO2(u),-123.4055,0.276799304,Fraction of Inspired Oxygen (%),5,0.035028405,-0.10215703,0.172213841,FIO2
FIO2(u),-122.7271667,1.079591468,Fraction of Inspired Oxygen (%),5,0.035398679,-0.101902674,0.172700033,FIO2
FIO2(u),-122.022,-0.309366403,Fraction of Inspired Oxygen (%),5,0.035616774,-0.101881295,0.173114842,FIO2
FIO2(u),-120.4765,0.665452653,Fraction of Inspired Oxygen (%),5,0.036772969,-0.100824826,0.174370764,FIO2
FIO2(u),-120.0945,-1.252328627,Fraction of Inspired Oxygen (%),5,0.037262153,-0.100269032,0.174793338,FIO2
FIO2(u),-119.4226667,-0.22653864,Fraction of Inspired Oxygen (%),5,0.037894069,-0.0996277,0.175415838,FIO2
FIO2(u),-118.6253333,0.588996257,Fraction of Inspired Oxygen (%),5,0.038929226,-0.09845959,0.176318041,FIO2
FIO2(u),-117.3796667,-0.566344847,Fraction of Inspired Oxygen (%),5,0.040912038,-0.096125797,0.177949873,FIO2
FIO2(u),-117.1146667,-0.566344847,Fraction of Inspired Oxygen (%),5,0.040945619,-0.096190369,0.178081607,FIO2
FIO2(u),-115.7835,0.015573283,Fraction of Inspired Oxygen (%),5,0.042128691,-0.095063631,0.179321014,FIO2
FIO2(u),-115.4635,1.57018668,Fraction of Inspired Oxygen (%),5,0.042187545,-0.09511595,0.17949104,FIO2
FIO2(u),-114.8268333,0.945792774,Fraction of Inspired Oxygen (%),5,0.042943489,-0.094312274,0.180199252,FIO2
FIO2(u),-114.4263333,-0.003540817,Fraction of Inspired Oxygen (%),5,0.043470664,-0.093735683,0.180677011,FIO2
FIO2(u),-113.736,1.238875628,Fraction of Inspired Oxygen (%),5,0.044040052,-0.093226334,0.181306438,FIO2
FIO2(u),-112.784,-0.290252304,Fraction of Inspired Oxygen (%),5,0.044676927,-0.0927385,0.182092354,FIO2
FIO2(u),-112.2165,1.073220102,Fraction of Inspired Oxygen (%),5,0.045119593,-0.092361356,0.182600542,FIO2
FIO2(u),-111.4598333,-0.991102606,Fraction of Inspired Oxygen (%),5,0.046182187,-0.091196441,0.183560814,FIO2
FIO2(u),-110.7653333,0.308656136,Fraction of Inspired Oxygen (%),5,0.046981681,-0.090378679,0.18434204,FIO2
FIO2(u),-110.4335,-0.927388942,Fraction of Inspired Oxygen (%),5,0.047643072,-0.089595041,0.184881185,FIO2
FIO2(u),-110.0895,-0.035397648,Fraction of Inspired Oxygen (%),5,0.048088268,-0.089122286,0.185298822,FIO2
FIO2(u),-109.627,-0.506878761,Fraction of Inspired Oxygen (%),5,0.048619407,-0.088582801,0.185821615,FIO2
FIO2(u),-109.2335,-0.971988506,Fraction of Inspired Oxygen (%),5,0.049408519,-0.087647797,0.186464836,FIO2
FIO2(u),-108.6318333,-0.356089756,Fraction of Inspired Oxygen (%),5,0.04985296,-0.087297245,0.187003165,FIO2
FIO2(u),-107.8865,-0.991102606,Fraction of Inspired Oxygen (%),5,0.050152837,-0.087220923,0.187526597,FIO2
FIO2(u),-107.5218333,-0.029026282,Fraction of Inspired Oxygen (%),5,0.05054704,-0.086834683,0.187928763,FIO2
FIO2(u),-107.2008333,-0.991102606,Fraction of Inspired Oxygen (%),5,0.05074636,-0.086704543,0.188197263,FIO2
FIO2(u),-106.822,0.933050041,Fraction of Inspired Oxygen (%),5,0.051520294,-0.085787672,0.188828259,FIO2
FIO2(u),-105.464,-0.099111312,Fraction of Inspired Oxygen (%),5,0.053270636,-0.083955384,0.190496655,FIO2
FIO2(u),-104.4601667,0.627224455,Fraction of Inspired Oxygen (%),5,0.054175164,-0.083162607,0.191512934,FIO2
FIO2(u),-103.9876667,-0.991102606,Fraction of Inspired Oxygen (%),5,0.054292815,-0.083235517,0.191821147,FIO2
FIO2(u),-103.2441667,-0.035397648,Fraction of Inspired Oxygen (%),5,0.055245592,-0.082249839,0.192741022,FIO2
FIO2(u),-103.0705,-0.315737769,Fraction of Inspired Oxygen (%),5,0.055294636,-0.082270979,0.19286025,FIO2
FIO2(u),-102.4673333,-0.274323888,Fraction of Inspired Oxygen (%),5,0.056393701,-0.080998354,0.193785757,FIO2
FIO2(u),-101.505,-0.360337334,Fraction of Inspired Oxygen (%),5,0.057408522,-0.080042994,0.194860038,FIO2
FIO2(u),-101.0645,-0.672534286,Fraction of Inspired Oxygen (%),5,0.057701539,-0.079860969,0.195264048,FIO2
FIO2(u),-99.94983333,-0.991102606,Fraction of Inspired Oxygen (%),5,0.059087176,-0.078453872,0.196628225,FIO2
FIO2(u),-99.40733333,3.78742218,Fraction of Inspired Oxygen (%),5,0.05985278,-0.077631334,0.197336895,FIO2
FIO2(u),-98.21683333,-0.799961614,Fraction of Inspired Oxygen (%),5,0.061185967,-0.076349754,0.198721689,FIO2
FIO2(u),-97.7265,0.735537684,Fraction of Inspired Oxygen (%),5,0.061649666,-0.075955512,0.199254845,FIO2
FIO2(u),-96.68016667,0.283170671,Fraction of Inspired Oxygen (%),5,0.062658336,-0.075094554,0.200411227,FIO2
FIO2(u),-95.87533333,0.667576442,Fraction of Inspired Oxygen (%),5,0.063662308,-0.074078425,0.201403041,FIO2
FIO2(u),-95.388,-0.197867491,Fraction of Inspired Oxygen (%),5,0.064311613,-0.073395077,0.202018304,FIO2
FIO2(u),-94.77016667,-0.035397648,Fraction of Inspired Oxygen (%),5,0.065181632,-0.072447611,0.202810876,FIO2
FIO2(u),-94.329,-0.353965967,Fraction of Inspired Oxygen (%),5,0.065570006,-0.072153514,0.203293525,FIO2
FIO2(u),-93.76016666,1.876012266,Fraction of Inspired Oxygen (%),5,0.066374578,-0.071268397,0.204017553,FIO2
FIO2(u),-93.24766666,-0.035397648,Fraction of Inspired Oxygen (%),5,0.06679323,-0.070988977,0.204575437,FIO2
FIO2(u),-92.23266667,-0.831818446,Fraction of Inspired Oxygen (%),5,0.067922773,-0.069931158,0.205776703,FIO2
FIO2(u),-91.86416667,-0.991102606,Fraction of Inspired Oxygen (%),5,0.068221037,-0.069748493,0.206190567,FIO2
FIO2(u),-90.09783333,3.723708516,Fraction of Inspired Oxygen (%),5,0.070195898,-0.067916286,0.208308082,FIO2
FIO2(u),-89.346,0.926678675,Fraction of Inspired Oxygen (%),5,0.07102764,-0.067157159,0.209212439,FIO2
FIO2(u),-88.7915,-0.468650562,Fraction of Inspired Oxygen (%),5,0.071643573,-0.066593722,0.209880869,FIO2
FIO2(u),-87.72466667,-0.984731239,Fraction of Inspired Oxygen (%),5,0.072952021,-0.065238146,0.211142187,FIO2
FIO2(u),-87.09183333,-0.322109136,Fraction of Inspired Oxygen (%),5,0.073707459,-0.064460282,0.211875201,FIO2
FIO2(u),-86.44033333,0.028316015,Fraction of Inspired Oxygen (%),5,0.074488913,-0.063630893,0.212608719,FIO2
FIO2(u),-85.36866666,1.302589292,Fraction of Inspired Oxygen (%),5,0.07572023,-0.062350947,0.213791407,FIO2
FIO2(u),-84.28166667,-0.060883114,Fraction of Inspired Oxygen (%),5,0.07697604,-0.060928986,0.214881066,FIO2
FIO2(u),-83.44166667,0.181228809,Fraction of Inspired Oxygen (%),5,0.077810035,-0.06023946,0.21585953,FIO2
FIO2(u),-83.128,-0.029026282,Fraction of Inspired Oxygen (%),5,0.078143083,-0.059893177,0.216179343,FIO2
FIO2(u),-82.23016667,-0.003540817,Fraction of Inspired Oxygen (%),5,0.079025741,-0.059218013,0.217269496,FIO2
FIO2(u),-80.95083333,-0.96561714,Fraction of Inspired Oxygen (%),5,0.080333459,-0.057942613,0.218609532,FIO2
FIO2(u),-79.9635,0.595367623,Fraction of Inspired Oxygen (%),5,0.081317305,-0.056752607,0.219387218,FIO2
FIO2(u),-79.85866667,-0.608820623,Fraction of Inspired Oxygen (%),5,0.081419092,-0.056694959,0.219533143,FIO2
