TimeFromTransfusion,Storage_Cat,PredVal_Base,StdErrVal_Base,PredVal_Full,StdErrVal_Full,Lower_Full,Upper_Full,base_lower_full,base_upper_full,Delta_Base,Delta_Full,Delta_Lower,Delta_Upper,VitalParam,CompFactor,CompName,VitalName,YLabel,DeltaYLabel
324,4,87.21033496,0.4510991286,86.940430965,0.4490240359,86.060359906,87.820502025,86.450363045,88.214061894,-0.467119136,-0.391781504,-1.271852563,0.4882895556,HR,Storage_Cat,RBC Storage Time,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm),Change in   HR (bpm)
325,4,87.216618398,0.4511025775,86.946699039,0.4490274473,86.066621294,87.826776785,86.450363045,88.214061894,-0.460835698,-0.38551343,-1.265591175,0.4945643158,HR,Storage_Cat,RBC Storage Time,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm),Change in   HR (bpm)
326,4,87.222880888,0.4511061338,86.952944438,0.4490309663,86.072859795,87.833029081,86.450363045,88.214061894,-0.454573208,-0.379268031,-1.259352674,0.5008166114,HR,Storage_Cat,RBC Storage Time,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm),Change in   HR (bpm)
327,4,87.229121914,0.4511097938,86.959166653,0.4490345893,86.079074909,87.839258396,86.450363045,88.214061894,-0.448332182,-0.373045816,-1.25313756,0.5070459272,HR,Storage_Cat,RBC Storage Time,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm),Change in   HR (bpm)
328,4,87.235340962,0.451113554,86.965365176,0.4490383126,86.085266135,87.845464217,86.450363045,88.214061894,-0.442113135,-0.366847293,-1.246946334,0.513251748,HR,Storage_Cat,RBC Storage Time,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm),Change in   HR (bpm)
329,4,87.241537515,0.4511174107,86.9715395,0.4490421326,86.091432971,87.851646028,86.450363045,88.214061894,-0.435916581,-0.36067297,-1.240779498,0.5194335585,HR,Storage_Cat,RBC Storage Time,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm),Change in   HR (bpm)
330,4,87.24771106,0.45112136,86.977689115,0.4490460454,86.097574918,87.857803312,86.450363045,88.214061894,-0.429743037,-0.354523354,-1.234637551,0.525590843,HR,Storage_Cat,RBC Storage Time,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm),Change in   HR (bpm)
331,4,87.25386108,0.4511253981,86.983813514,0.4490500473,86.103691474,87.863935555,86.450363045,88.214061894,-0.423593017,-0.348398955,-1.228520996,0.531723086,HR,Storage_Cat,RBC Storage Time,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm),Change in   HR (bpm)
332,4,87.25998706,0.4511295212,86.98991219,0.4490541344,86.109782138,87.870042241,86.450363045,88.214061894,-0.417467036,-0.34230028,-1.222430331,0.5378297718,HR,Storage_Cat,RBC Storage Time,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm),Change in   HR (bpm)
333,4,87.266088486,0.4511337253,86.995984632,0.4490583027,86.115846411,87.876122853,86.450363045,88.214061894,-0.41136561,-0.336227837,-1.216366058,0.5439103843,HR,Storage_Cat,RBC Storage Time,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm),Change in   HR (bpm)
334,4,87.272164842,0.4511380064,87.002030335,0.4490625482,86.121883793,87.882176877,86.450363045,88.214061894,-0.405289254,-0.330182134,-1.210328676,0.5499644078,HR,Storage_Cat,RBC Storage Time,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm),Change in   HR (bpm)
335,4,87.278215613,0.4511423603,87.008048789,0.4490668669,86.127893782,87.888203795,86.450363045,88.214061894,-0.399238484,-0.324163681,-1.204318687,0.5559913259,HR,Storage_Cat,RBC Storage Time,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm),Change in   HR (bpm)
336,4,87.284240283,0.4511467831,87.014039486,0.4490712545,86.13387588,87.894203092,86.450363045,88.214061894,-0.393213813,-0.318172983,-1.19833659,0.5619906226,HR,Storage_Cat,RBC Storage Time,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm),Change in   HR (bpm)
337,4,87.290238338,0.4511512705,87.020001918,0.449075707,86.139829585,87.900174251,86.450363045,88.214061894,-0.387215759,-0.312210551,-1.192382884,0.5679617815,HR,Storage_Cat,RBC Storage Time,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm),Change in   HR (bpm)
338,4,87.296209262,0.4511558182,87.025935577,0.44908022,86.145754399,87.906116755,86.450363045,88.214061894,-0.381244835,-0.306276892,-1.18645807,0.5739042861,HR,Storage_Cat,RBC Storage Time,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm),Change in   HR (bpm)
339,4,87.30215254,0.451160422,87.031839955,0.4490847893,86.151649821,87.912030089,86.450363045,88.214061894,-0.375301557,-0.300372514,-1.180562648,0.57981762,HR,Storage_Cat,RBC Storage Time,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm),Change in   HR (bpm)
340,4,87.308067657,0.4511650775,87.037714544,0.4490894106,86.157515353,87.917913736,86.450363045,88.214061894,-0.36938644,-0.294497925,-1.174697116,0.5857012665,HR,Storage_Cat,RBC Storage Time,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm),Change in   HR (bpm)
341,4,87.313954097,0.4511697804,87.043558836,0.4490940795,86.163350493,87.923767178,86.450363045,88.214061894,-0.363499999,-0.288653633,-1.168861976,0.5915547088,HR,Storage_Cat,RBC Storage Time,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm),Change in   HR (bpm)
342,4,87.319811346,0.4511745262,87.049372322,0.4490987916,86.169154744,87.929589899,86.450363045,88.214061894,-0.35764275,-0.282840147,-1.163057725,0.5973774303,HR,Storage_Cat,RBC Storage Time,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm),Change in   HR (bpm)
343,4,87.325638888,0.4511793105,87.055154494,0.4491035423,86.174927605,87.935381383,86.450363045,88.214061894,-0.351815208,-0.277057975,-1.157284864,0.6031689139,HR,Storage_Cat,RBC Storage Time,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm),Change in   HR (bpm)
344,4,87.331436208,0.4511841287,87.060904845,0.4491083271,86.180668578,87.941141112,86.450363045,88.214061894,-0.346017888,-0.271307624,-1.151543891,0.6089286428,HR,Storage_Cat,RBC Storage Time,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm),Change in   HR (bpm)
345,4,87.337202791,0.4511889763,87.066622866,0.4491131416,86.186377162,87.946868569,86.450363045,88.214061894,-0.340251305,-0.265589603,-1.145835307,0.6146560998,HR,Storage_Cat,RBC Storage Time,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm),Change in   HR (bpm)
346,4,87.342938122,0.4511938487,87.072308049,0.4491179811,86.19205286,87.952563237,86.450363045,88.214061894,-0.334515975,-0.259904421,-1.140159609,0.6203507679,HR,Storage_Cat,RBC Storage Time,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm),Change in   HR (bpm)
347,4,87.348641684,0.4511987413,87.077959885,0.449122841,86.197695171,87.958224599,86.450363045,88.214061894,-0.328812412,-0.254252584,-1.134517298,0.6260121297,HR,Storage_Cat,RBC Storage Time,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm),Change in   HR (bpm)
348,4,87.354312965,0.4512036494,87.083577868,0.4491277166,86.203303598,87.963852137,86.450363045,88.214061894,-0.323141132,-0.248634602,-1.128908871,0.6316396682,HR,Storage_Cat,RBC Storage Time,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm),Change in   HR (bpm)
349,4,87.359951447,0.4512085682,87.089161488,0.4491326032,86.20887764,87.969445335,86.450363045,88.214061894,-0.31750265,-0.243050981,-1.123334829,0.6372328659,HR,Storage_Cat,RBC Storage Time,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm),Change in   HR (bpm)
350,4,87.365556616,0.4512134932,87.094710237,0.4491374962,86.2144168,87.975003675,86.450363045,88.214061894,-0.311897481,-0.237502232,-1.117795669,0.6427912054,HR,Storage_Cat,RBC Storage Time,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm),Change in   HR (bpm)
351,4,87.371127956,0.4512184195,87.100223608,0.4491423907,86.219920578,87.980526639,86.450363045,88.214061894,-0.30632614,-0.231988861,-1.112291891,0.6483141694,HR,Storage_Cat,RBC Storage Time,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm),Change in   HR (bpm)
352,4,87.376664953,0.4512233424,87.105701092,0.449147282,86.225388475,87.986013709,86.450363045,88.214061894,-0.300789143,-0.226511377,-1.106823994,0.6538012403,HR,Storage_Cat,RBC Storage Time,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm),Change in   HR (bpm)
353,4,87.382167091,0.451228257,87.111142181,0.4491521652,86.230819993,87.99146437,86.450363045,88.214061894,-0.295287005,-0.221070288,-1.101392476,0.6592519006,HR,Storage_Cat,RBC Storage Time,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm),Change in   HR (bpm)
354,4,87.387633855,0.4512331586,87.116546368,0.4491570357,86.236214634,87.996878102,86.450363045,88.214061894,-0.289820241,-0.215666101,-1.095997836,0.6646656327,HR,Storage_Cat,RBC Storage Time,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm),Change in   HR (bpm)
355,4,87.39306473,0.4512380423,87.121913143,0.4491618885,86.241571897,88.002254388,86.450363045,88.214061894,-0.284389367,-0.210299326,-1.090640572,0.670041919,HR,Storage_Cat,RBC Storage Time,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm),Change in   HR (bpm)
356,4,87.3984592,0.4512429032,87.127241999,0.4491667187,86.246891286,88.007592711,86.450363045,88.214061894,-0.278994896,-0.204970471,-1.085321183,0.6753802419,HR,Storage_Cat,RBC Storage Time,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm),Change in   HR (bpm)
357,4,87.403816751,0.4512477365,87.132532427,0.4491715216,86.252172301,88.012892553,86.450363045,88.214061894,-0.273637345,-0.199680042,-1.080040168,0.6806800837,HR,Storage_Cat,RBC Storage Time,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm),Change in   HR (bpm)
358,4,87.409136867,0.4512525374,87.13778392,0.4491762921,86.257414444,88.018153396,86.450363045,88.214061894,-0.26831723,-0.194428549,-1.074798025,0.6859409267,HR,Storage_Cat,RBC Storage Time,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm),Change in   HR (bpm)
359,4,87.414419033,0.4512573008,87.142995969,0.4491810256,86.262617216,88.023374722,86.450363045,88.214061894,-0.263035064,-0.1892165,-1.069595254,0.6911622532,HR,Storage_Cat,RBC Storage Time,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm),Change in   HR (bpm)
360,4,87.419662733,0.451262022,87.148168066,0.4491857169,86.267780118,88.028556015,86.450363045,88.214061894,-0.257791363,-0.184044403,-1.064432351,0.6963435455,HR,Storage_Cat,RBC Storage Time,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm),Change in   HR (bpm)
361,4,87.424867561,0.4512666963,87.153299811,0.4491903616,86.272902759,88.033696863,86.450363045,88.214061894,-0.252586536,-0.178912658,-1.05930971,0.7014843936,HR,Storage_Cat,RBC Storage Time,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm),Change in   HR (bpm)
362,4,87.430033538,0.4512713204,87.158391231,0.4491949563,86.277985173,88.038797288,86.450363045,88.214061894,-0.247420558,-0.173821239,-1.054227296,0.7065848186,HR,Storage_Cat,RBC Storage Time,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm),Change in   HR (bpm)
363,4,87.435160794,0.4512758912,87.16344246,0.449199498,86.283027501,88.043857419,86.450363045,88.214061894,-0.242293302,-0.168770009,-1.049184968,0.7116449495,HR,Storage_Cat,RBC Storage Time,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm),Change in   HR (bpm)
364,4,87.44024946,0.4512804059,87.168453634,0.4492039837,86.288029883,88.048877385,86.450363045,88.214061894,-0.237204636,-0.163758835,-1.044182586,0.7166649155,HR,Storage_Cat,RBC Storage Time,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm),Change in   HR (bpm)
