TimeFromTransfusion,Storage_Cat,PredVal_Base,StdErrVal_Base,PredVal_Full,StdErrVal_Full,Lower_Full,Upper_Full,base_lower_full,base_upper_full,Delta_Base,Delta_Full,Delta_Lower,Delta_Upper,VitalParam,CompFactor,CompName,VitalName,YLabel,DeltaYLabel
-455,5,35.463200306,0.47794202,35.475489052,0.4743666784,34.545747244,36.40523086,33.593395557,35.45973167,0.9500076977,0.9489254386,0.0191836307,1.8786672466,FIO2,Storage_Cat,RBC Storage Time,Vital Parameter Trajectory: Fraction of Inspired Oxygen (%),FiO2 (%),Change in   FiO2 (%)
-454,5,35.461098796,0.4779711634,35.473574093,0.4743956854,34.543775432,36.403372754,33.593395557,35.45973167,0.9479061876,0.9470104796,0.017211819,1.8768091403,FIO2,Storage_Cat,RBC Storage Time,Vital Parameter Trajectory: Fraction of Inspired Oxygen (%),FiO2 (%),Change in   FiO2 (%)
-453,5,35.458956116,0.4779999067,35.471619247,0.4744242937,34.541764515,36.401473979,33.593395557,35.45973167,0.9457635079,0.9450556335,0.0152009016,1.8749103653,FIO2,Storage_Cat,RBC Storage Time,Vital Parameter Trajectory: Fraction of Inspired Oxygen (%),FiO2 (%),Change in   FiO2 (%)
-452,5,35.456772067,0.4780282372,35.46962432,0.4744524908,34.539714323,36.399534317,33.593395557,35.45973167,0.9435794588,0.9430607066,0.0131507094,1.8729707037,FIO2,Storage_Cat,RBC Storage Time,Vital Parameter Trajectory: Fraction of Inspired Oxygen (%),FiO2 (%),Change in   FiO2 (%)
-451,5,35.454546448,0.4780561426,35.467589119,0.4744802644,34.537624686,36.397553551,33.593395557,35.45973167,0.9413538405,0.9410255052,0.0110610727,1.8709899378,FIO2,Storage_Cat,RBC Storage Time,Vital Parameter Trajectory: Fraction of Inspired Oxygen (%),FiO2 (%),Change in   FiO2 (%)
-450,5,35.452279061,0.4780836109,35.465513449,0.4745076025,34.535495435,36.395531463,33.593395557,35.45973167,0.939086453,0.9389498359,0.0089318217,1.8689678501,FIO2,Storage_Cat,RBC Storage Time,Vital Parameter Trajectory: Fraction of Inspired Oxygen (%),FiO2 (%),Change in   FiO2 (%)
-449,5,35.449969705,0.4781106299,35.463397118,0.474534493,34.5333264,36.393467837,33.593395557,35.45973167,0.9367770966,0.9368335049,0.0067627861,1.8669042236,FIO2,Storage_Cat,RBC Storage Time,Vital Parameter Trajectory: Fraction of Inspired Oxygen (%),FiO2 (%),Change in   FiO2 (%)
-448,5,35.447618179,0.4781371878,35.461239932,0.4745609242,34.531117409,36.391362455,33.593395557,35.45973167,0.9344255713,0.9346763186,0.0045537956,1.8647988415,FIO2,Storage_Cat,RBC Storage Time,Vital Parameter Trajectory: Fraction of Inspired Oxygen (%),FiO2 (%),Change in   FiO2 (%)
-447,5,35.445224285,0.478163273,35.459041697,0.4745868845,34.528868293,36.389215101,33.593395557,35.45973167,0.9320316773,0.9324780833,0.0023046792,1.8626514875,FIO2,Storage_Cat,RBC Storage Time,Vital Parameter Trajectory: Fraction of Inspired Oxygen (%),FiO2 (%),Change in   FiO2 (%)
-446,5,35.442787823,0.4781888739,35.456802219,0.4746123624,34.526578879,36.387025559,33.593395557,35.45973167,0.9295952148,0.9302386056,0.0000152657,1.8604619454,FIO2,Storage_Cat,RBC Storage Time,Vital Parameter Trajectory: Fraction of Inspired Oxygen (%),FiO2 (%),Change in   FiO2 (%)
-445,5,35.440308592,0.4782139792,35.454521305,0.4746373465,34.524248997,36.384793613,33.593395557,35.45973167,0.927115984,0.9279576917,-0.002314616,1.8582299996,FIO2,Storage_Cat,RBC Storage Time,Vital Parameter Trajectory: Fraction of Inspired Oxygen (%),FiO2 (%),Change in   FiO2 (%)
-444,5,35.437786393,0.4782385778,35.452198761,0.4746618259,34.521878475,36.382519048,33.593395557,35.45973167,0.9245937849,0.925635148,-0.004685139,1.8559554345,FIO2,Storage_Cat,RBC Storage Time,Vital Parameter Trajectory: Fraction of Inspired Oxygen (%),FiO2 (%),Change in   FiO2 (%)
-443,5,35.435221026,0.4782626586,35.449834394,0.4746857895,34.51946714,36.380201649,33.593395557,35.45973167,0.9220284177,0.9232707808,-0.007096474,1.8536380352,FIO2,Storage_Cat,RBC Storage Time,Vital Parameter Trajectory: Fraction of Inspired Oxygen (%),FiO2 (%),Change in   FiO2 (%)
-442,5,35.432612291,0.478286211,35.44742801,0.4747092266,34.51701482,36.3778412,33.593395557,35.45973167,0.9194196825,0.9208643967,-0.009548794,1.851277587,FIO2,Storage_Cat,RBC Storage Time,Vital Parameter Trajectory: Fraction of Inspired Oxygen (%),FiO2 (%),Change in   FiO2 (%)
-441,5,35.429959988,0.4783092242,35.444979415,0.4747321267,34.514521341,36.375437489,33.593395557,35.45973167,0.9167673796,0.9184158018,-0.012042272,1.8488738756,FIO2,Storage_Cat,RBC Storage Time,Vital Parameter Trajectory: Fraction of Inspired Oxygen (%),FiO2 (%),Change in   FiO2 (%)
-440,5,35.427263917,0.4783316879,35.442488416,0.4747544795,34.511986532,36.3729903,33.593395557,35.45973167,0.914071309,0.9159248027,-0.014577082,1.846426687,FIO2,Storage_Cat,RBC Storage Time,Vital Parameter Trajectory: Fraction of Inspired Oxygen (%),FiO2 (%),Change in   FiO2 (%)
-439,5,35.424523879,0.4783535919,35.439954819,0.4747762746,34.509410217,36.370499421,33.593395557,35.45973167,0.911331271,0.9133912056,-0.017153396,1.8439358076,FIO2,Storage_Cat,RBC Storage Time,Vital Parameter Trajectory: Fraction of Inspired Oxygen (%),FiO2 (%),Change in   FiO2 (%)
-438,5,35.421739674,0.4783749262,35.43737843,0.4747975022,34.506792223,36.367964638,33.593395557,35.45973167,0.9085470655,0.9108148169,-0.01977139,1.8414010243,FIO2,Storage_Cat,RBC Storage Time,Vital Parameter Trajectory: Fraction of Inspired Oxygen (%),FiO2 (%),Change in   FiO2 (%)
-437,5,35.418911101,0.4783956808,35.434759057,0.4748181525,34.504132375,36.365385738,33.593395557,35.45973167,0.9057184929,0.9081954431,-0.022431238,1.8388221243,FIO2,Storage_Cat,RBC Storage Time,Vital Parameter Trajectory: Fraction of Inspired Oxygen (%),FiO2 (%),Change in   FiO2 (%)
-436,5,35.416037961,0.4784158463,35.432096504,0.4748382159,34.501430499,36.362762509,33.593395557,35.45973167,0.9028453533,0.9055328905,-0.025133114,1.8361988952,FIO2,Storage_Cat,RBC Storage Time,Vital Parameter Trajectory: Fraction of Inspired Oxygen (%),FiO2 (%),Change in   FiO2 (%)
-435,5,35.413120055,0.4784354132,35.429390579,0.474857683,34.498686419,36.360094738,33.593395557,35.45973167,0.8999274467,0.9028269654,-0.027877194,1.8335311251,FIO2,Storage_Cat,RBC Storage Time,Vital Parameter Trajectory: Fraction of Inspired Oxygen (%),FiO2 (%),Change in   FiO2 (%)
-434,5,35.410157181,0.4784543724,35.426641088,0.4748765447,34.49589996,36.357382216,33.593395557,35.45973167,0.8969645733,0.9000774743,-0.030663654,1.8308186022,FIO2,Storage_Cat,RBC Storage Time,Vital Parameter Trajectory: Fraction of Inspired Oxygen (%),FiO2 (%),Change in   FiO2 (%)
-433,5,35.407149141,0.4784727148,35.423847837,0.4748947921,34.493070945,36.354624729,33.593395557,35.45973167,0.8939565334,0.8972842235,-0.033492669,1.8280611156,FIO2,Storage_Cat,RBC Storage Time,Vital Parameter Trajectory: Fraction of Inspired Oxygen (%),FiO2 (%),Change in   FiO2 (%)
-432,5,35.404095735,0.4784904316,35.421010633,0.4749124164,34.490199198,36.351822068,33.593395557,35.45973167,0.890903127,0.8944470194,-0.036364416,1.8252584545,FIO2,Storage_Cat,RBC Storage Time,Vital Parameter Trajectory: Fraction of Inspired Oxygen (%),FiO2 (%),Change in   FiO2 (%)
-431,5,35.400996762,0.4785075144,35.418129282,0.4749294091,34.487284541,36.348974022,33.593395557,35.45973167,0.8878041543,0.8915656683,-0.039279072,1.8224104086,FIO2,Storage_Cat,RBC Storage Time,Vital Parameter Trajectory: Fraction of Inspired Oxygen (%),FiO2 (%),Change in   FiO2 (%)
-430,5,35.397852023,0.4785239549,35.41520359,0.474945762,34.484326799,36.346080381,33.593395557,35.45973167,0.8846594154,0.8886399767,-0.042236815,1.819516768,FIO2,Storage_Cat,RBC Storage Time,Vital Parameter Trajectory: Fraction of Inspired Oxygen (%),FiO2 (%),Change in   FiO2 (%)
-429,5,35.394661318,0.4785397449,35.412233364,0.474961467,34.481325792,36.343140937,33.593395557,35.45973167,0.8814687105,0.8856697508,-0.045237822,1.8165773233,FIO2,Storage_Cat,RBC Storage Time,Vital Parameter Trajectory: Fraction of Inspired Oxygen (%),FiO2 (%),Change in   FiO2 (%)
-428,5,35.391424448,0.4785548766,35.409218411,0.4749765162,34.478281342,36.340155479,33.593395557,35.45973167,0.8782318397,0.8826547972,-0.048282271,1.8135918656,FIO2,Storage_Cat,RBC Storage Time,Vital Parameter Trajectory: Fraction of Inspired Oxygen (%),FiO2 (%),Change in   FiO2 (%)
-427,5,35.388141211,0.4785693424,35.406158535,0.4749909022,34.475193271,36.3371238,33.593395557,35.45973167,0.8749486032,0.879594922,-0.051370342,1.8105601865,FIO2,Storage_Cat,RBC Storage Time,Vital Parameter Trajectory: Fraction of Inspired Oxygen (%),FiO2 (%),Change in   FiO2 (%)
-426,5,35.384811409,0.478583135,35.403053545,0.4750046175,34.472061399,36.334045691,33.593395557,35.45973167,0.8716188011,0.8764899319,-0.054502214,1.8074820778,FIO2,Storage_Cat,RBC Storage Time,Vital Parameter Trajectory: Fraction of Inspired Oxygen (%),FiO2 (%),Change in   FiO2 (%)
-425,5,35.381434842,0.4785962471,35.399903246,0.475017655,34.468885547,36.330920945,33.593395557,35.45973167,0.8682422336,0.873339633,-0.057678066,1.804357332,FIO2,Storage_Cat,RBC Storage Time,Vital Parameter Trajectory: Fraction of Inspired Oxygen (%),FiO2 (%),Change in   FiO2 (%)
-424,5,35.378011309,0.4786086719,35.396707445,0.475030008,34.465665535,36.327749356,33.593395557,35.45973167,0.8648187008,0.8701438317,-0.060898079,1.8011857421,FIO2,Storage_Cat,RBC Storage Time,Vital Parameter Trajectory: Fraction of Inspired Oxygen (%),FiO2 (%),Change in   FiO2 (%)
-423,5,35.374540611,0.4786204028,35.393465948,0.4750416697,34.462401181,36.324530715,33.593395557,35.45973167,0.8613480029,0.8669023345,-0.064162432,1.7979671015,FIO2,Storage_Cat,RBC Storage Time,Vital Parameter Trajectory: Fraction of Inspired Oxygen (%),FiO2 (%),Change in   FiO2 (%)
-422,5,35.371022548,0.4786314333,35.390178561,0.4750526339,34.459092305,36.321264818,33.593395557,35.45973167,0.8578299399,0.8636149478,-0.067471309,1.7947012041,FIO2,Storage_Cat,RBC Storage Time,Vital Parameter Trajectory: Fraction of Inspired Oxygen (%),FiO2 (%),Change in   FiO2 (%)
-421,5,35.36745692,0.4786417575,35.386845091,0.4750628944,34.455738725,36.317951458,33.593395557,35.45973167,0.8542643122,0.8602814778,-0.070824889,1.7913878444,FIO2,Storage_Cat,RBC Storage Time,Vital Parameter Trajectory: Fraction of Inspired Oxygen (%),FiO2 (%),Change in   FiO2 (%)
-420,5,35.363843528,0.4786513693,35.383465344,0.4750724454,34.452340258,36.314590431,33.593395557,35.45973167,0.8506509198,0.8569017309,-0.074223355,1.7880268172,FIO2,Storage_Cat,RBC Storage Time,Vital Parameter Trajectory: Fraction of Inspired Oxygen (%),FiO2 (%),Change in   FiO2 (%)
-419,5,35.360182171,0.4786602632,35.380039127,0.4750812814,34.448896723,36.311181531,33.593395557,35.45973167,0.8469895628,0.8534755136,-0.077666891,1.7846179181,FIO2,Storage_Cat,RBC Storage Time,Vital Parameter Trajectory: Fraction of Inspired Oxygen (%),FiO2 (%),Change in   FiO2 (%)
-418,5,35.356472649,0.478668434,35.376566246,0.4750893969,34.445407935,36.307724556,33.593395557,35.45973167,0.8432800414,0.8500026323,-0.081155678,1.7811609429,FIO2,Storage_Cat,RBC Storage Time,Vital Parameter Trajectory: Fraction of Inspired Oxygen (%),FiO2 (%),Change in   FiO2 (%)
-417,5,35.352714764,0.4786758764,35.373046507,0.4750967871,34.441873711,36.304219302,33.593395557,35.45973167,0.8395221558,0.8464828932,-0.084689902,1.7776556883,FIO2,Storage_Cat,RBC Storage Time,Vital Parameter Trajectory: Fraction of Inspired Oxygen (%),FiO2 (%),Change in   FiO2 (%)
-416,5,35.348908314,0.4786825859,35.369479716,0.4751034471,34.438293868,36.300665565,33.593395557,35.45973167,0.8357157061,0.8429161027,-0.088269746,1.7741019512,FIO2,Storage_Cat,RBC Storage Time,Vital Parameter Trajectory: Fraction of Inspired Oxygen (%),FiO2 (%),Change in   FiO2 (%)
