wdy_donation,TimeFromTransfusion,PredVal_Base,StdErrVal_Base,PredVal_Full,StdErrVal_Full,Lower_Full,Upper_Full,VitalParam,CompFactor,CompName,VitalName,YLabel
2,0,81.611244584,2.1309312695,80.906485448,2.1157060242,76.759765198,85.053205698,HR,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
2,1,81.599142111,2.1309305643,80.892887218,2.115705434,76.746168125,85.039606311,HR,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
2,2,81.586946756,2.1309239187,80.879166637,2.115698953,76.732460247,85.025873028,HR,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
2,3,81.574663413,2.1309114743,80.865329648,2.1156867219,76.718647231,85.012012066,HR,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
2,4,81.56229698,2.1308933837,80.851382194,2.1156688925,76.704734721,84.998029666,HR,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
2,5,81.549852355,2.1308698095,80.837330215,2.1156456262,76.690728343,84.983932086,HR,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
2,6,81.537334433,2.1308409232,80.823179654,2.1156170937,76.676633705,84.969725603,HR,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
2,7,81.524748112,2.130806905,80.808936453,2.1155834741,76.662456398,84.955416508,HR,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
2,8,81.512098289,2.1307679426,80.794606555,2.115544954,76.648201998,84.941011112,HR,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
2,9,81.49938986,2.1307242305,80.780195901,2.1155017268,76.633876067,84.926515734,HR,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
2,10,81.486627723,2.1306759694,80.765710433,2.1154539924,76.619484158,84.911936708,HR,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
2,11,81.473816774,2.1306233655,80.751156094,2.1154019555,76.605031809,84.897280378,HR,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
2,12,81.460961909,2.1305666297,80.736538825,2.1153458262,76.590524552,84.882553097,HR,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
2,13,81.448068027,2.1305059771,80.721864569,2.1152858181,76.57596791,84.867761228,HR,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
2,14,81.435140024,2.1304416261,80.707139268,2.1152221487,76.561367399,84.852911136,HR,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
2,15,81.422182796,2.1303737978,80.692368863,2.1151550379,76.54672853,84.838009197,HR,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
2,16,81.409201241,2.1303027157,80.677559298,2.115084708,76.532056809,84.823061787,HR,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
2,17,81.396200255,2.1302286048,80.662716513,2.1150113827,76.51735774,84.808075287,HR,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
2,18,81.383184736,2.130151691,80.647846452,2.1149352868,76.502636824,84.79305608,HR,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
2,19,81.37015958,2.1300722008,80.632955056,2.1148566454,76.487899563,84.778010549,HR,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
2,20,81.357129684,2.1299903603,80.618048267,2.1147756837,76.473151456,84.762945077,HR,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
2,21,81.344099945,2.1299063952,80.603132027,2.1146926259,76.458398008,84.747866047,HR,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
2,22,81.331075259,2.1298205299,80.588212279,2.1146076953,76.443644721,84.732779837,HR,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
2,23,81.318060525,2.1297329871,80.573294964,2.1145211134,76.428897104,84.717692825,HR,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
2,24,81.305060638,2.1296439877,80.558386025,2.1144330997,76.414160669,84.702611381,HR,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
2,25,81.292080495,2.1295537494,80.543491404,2.1143438708,76.399440934,84.687541874,HR,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
2,26,81.279124994,2.1294624874,80.528617042,2.1142536407,76.38474342,84.672490664,HR,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
2,27,81.26619903,2.1293704132,80.513768883,2.1141626196,76.370073659,84.657464106,HR,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
2,28,81.253307502,2.1292777345,80.498952867,2.1140710139,76.355437188,84.642468546,HR,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
2,29,81.240455306,2.1291846545,80.484174937,2.1139790257,76.340839552,84.627510322,HR,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
2,30,81.227647339,2.1290913722,80.469441036,2.1138868527,76.326286307,84.612595764,HR,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
2,31,81.214888497,2.1289980812,80.454757104,2.1137946874,76.311783017,84.597731191,HR,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
2,32,81.202183677,2.12890497,80.440129085,2.1137027171,76.297335257,84.582922913,HR,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
2,33,81.189537778,2.1288122215,80.42556292,2.1136111234,76.282948613,84.568177227,HR,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
2,34,81.176955694,2.1287200125,80.411064552,2.1135200819,76.268628684,84.553500421,HR,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
2,35,81.164442324,2.1286285137,80.396639922,2.1134297621,76.254381078,84.538898767,HR,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
2,36,81.152002563,2.1285378893,80.382294973,2.1133403271,76.240211419,84.524378528,HR,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
2,37,81.13964131,2.1284482966,80.368035647,2.1132519332,76.226125342,84.509945952,HR,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
2,38,81.12736346,2.1283598862,80.353867885,2.1131647296,76.212128497,84.495607274,HR,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
2,39,81.115173911,2.1282728014,80.339797631,2.1130788586,76.198226547,84.481368715,HR,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
2,40,81.103077559,2.1281871781,80.325830825,2.1129944549,76.18442517,84.467236481,HR,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
2,41,81.091079302,2.1281031448,80.31197341,2.112911646,76.170730058,84.453216763,HR,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
2,42,81.079184035,2.1280208222,80.298231329,2.1128305513,76.15714692,84.439315738,HR,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
2,43,81.067396658,2.1279403231,80.284610523,2.1127512827,76.143681477,84.425539568,HR,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
2,44,81.055722065,2.1278617525,80.271116934,2.1126739441,76.13033947,84.411894398,HR,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
2,45,81.044165153,2.1277852073,80.257756504,2.1125986313,76.117126651,84.398386358,HR,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
2,46,81.032730821,2.1277107761,80.244535176,2.112525432,76.104048792,84.385021561,HR,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
2,47,81.021423964,2.1276385396,80.231458892,2.1124544257,76.091111677,84.371806107,HR,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
2,48,81.01024948,2.12756857,80.218533593,2.1123856837,76.078321111,84.358746076,HR,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
2,49,80.999212265,2.1275009314,80.205765222,2.112319269,76.065682911,84.345847534,HR,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
2,50,80.988317216,2.1274356793,80.193159721,2.1122552363,76.053202912,84.33311653,HR,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
2,51,80.977569231,2.1273728613,80.180723032,2.112193632,76.040886965,84.320559099,HR,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
2,52,80.966973205,2.1273125165,80.168461097,2.1121344944,76.028740938,84.308181255,HR,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
2,53,80.956534036,2.1272546757,80.156379857,2.1120778535,76.016770713,84.295989002,HR,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
2,54,80.946256621,2.1271993619,80.144485257,2.1120237311,76.00498219,84.283988323,HR,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
2,55,80.936145857,2.1271465896,80.132783236,2.1119721411,75.993381285,84.272185187,HR,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
2,56,80.92620664,2.1270963656,80.121279738,2.1119230891,75.981973927,84.260585548,HR,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
2,57,80.916443867,2.1270486888,80.109980704,2.1118765733,75.970766062,84.249195345,HR,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
2,58,80.906862435,2.1270035501,80.098892076,2.1118325839,75.959763653,84.238020499,HR,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
2,59,80.897467242,2.1269609332,80.088019797,2.1117911035,75.948972675,84.22706692,HR,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
2,60,80.888263183,2.1269208142,80.077369809,2.1117521075,75.938399117,84.216340501,HR,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
2,61,80.879254186,2.1268831551,80.066946881,2.1117155572,75.928047827,84.205845936,HR,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
2,62,80.870440291,2.1268478858,80.056751089,2.1116813826,75.917919016,84.195583163,HR,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
2,63,80.86182057,2.12681493,80.046781339,2.1116495075,75.90801174,84.185550937,HR,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
2,64,80.853394095,2.1267842128,80.037036532,2.1116198572,75.898325047,84.175748017,HR,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
2,65,80.845159937,2.1267556608,80.027515574,2.1115923582,75.888857986,84.166173163,HR,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
2,66,80.837117166,2.1267292016,80.018217369,2.1115669387,75.879609602,84.156825136,HR,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
2,67,80.829264855,2.1267047644,80.00914082,2.1115435277,75.870578938,84.147702702,HR,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
2,68,80.821602073,2.1266822796,80.000284831,2.1115220558,75.861765034,84.138804629,HR,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
2,69,80.814127893,2.126661679,79.991648307,2.1115024551,75.853166926,84.130129688,HR,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
2,70,80.806841386,2.1266428955,79.983230151,2.1114846585,75.844783651,84.121676651,HR,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
2,71,80.799741623,2.1266258634,79.975029267,2.1114686005,75.83661424,84.113444294,HR,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
2,72,80.792827674,2.1266105183,79.967044559,2.1114542169,75.828657724,84.105431394,HR,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
2,73,80.786098612,2.1265967971,79.959274931,2.1114414446,75.820913129,84.097636733,HR,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
2,74,80.779553507,2.1265846376,79.951719287,2.1114302216,75.813379482,84.090059092,HR,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
2,75,80.773191431,2.1265739793,79.944376531,2.1114204876,75.806055804,84.082697258,HR,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
2,76,80.767011454,2.1265647625,79.937245567,2.1114121829,75.798941117,84.075550017,HR,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
2,77,80.761012649,2.1265569289,79.930325298,2.1114052495,75.792034438,84.068616159,HR,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
2,78,80.755194086,2.1265504215,79.92361463,2.1113996304,75.785334782,84.061894477,HR,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
2,79,80.749554836,2.1265451841,79.917112465,2.1113952696,75.778841164,84.055383765,HR,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
2,80,80.744093971,2.1265411621,79.910817707,2.1113921125,75.772552594,84.04908282,HR,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
2,81,80.738810562,2.1265383017,79.904729261,2.1113901056,75.766468082,84.04299044,HR,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
2,82,80.73370368,2.1265365504,79.898846031,2.1113891965,75.760586633,84.037105428,HR,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
2,83,80.728772396,2.1265358568,79.893166919,2.1113893339,75.754907253,84.031426586,HR,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
2,84,80.724015781,2.1265361707,79.887690832,2.1113904675,75.749428943,84.02595272,HR,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
2,85,80.719432908,2.1265374428,79.882416671,2.1113925484,75.744150704,84.020682638,HR,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
2,86,80.715022846,2.1265396249,79.877343342,2.1113955285,75.739071534,84.015615149,HR,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
2,87,80.710784667,2.1265426702,79.872469747,2.1113993609,75.734190428,84.010749066,HR,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
2,88,80.706717442,2.1265465325,79.867794792,2.1114039997,75.729506381,84.006083203,HR,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
2,89,80.702820243,2.126551167,79.86331738,2.1114094002,75.725018384,84.001616376,HR,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
2,90,80.69909214,2.1265565297,79.859036415,2.1114155184,75.720725427,83.997347402,HR,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
2,91,80.695532205,2.1265625778,79.8549508,2.1114223118,75.716626498,83.993275103,HR,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
2,92,80.692139509,2.1265692694,79.851059441,2.1114297384,75.712720583,83.989398299,HR,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
2,93,80.688913124,2.1265765637,79.84736124,2.1114377576,75.709006664,83.985715816,HR,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
2,94,80.68585212,2.1265844208,79.843855102,2.1114463296,75.705483726,83.982226478,HR,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
2,95,80.682955568,2.1265928017,79.840539931,2.1114554156,75.702150746,83.978929115,HR,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
2,96,80.680222541,2.1266016687,79.83741463,2.1114649777,75.699006703,83.975822556,HR,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
2,97,80.677652108,2.1266109846,79.834478103,2.1114749792,75.696050575,83.972905632,HR,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
2,98,80.675243342,2.1266207134,79.831729255,2.1114853839,75.693281334,83.970177177,HR,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
2,99,80.672995313,2.12663082,79.82916699,2.111496157,75.690697953,83.967636026,HR,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
2,100,80.670907093,2.1266412703,79.82679021,2.1115072642,75.688299404,83.965281017,HR,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
2,101,80.668977753,2.1266520309,79.824597821,2.1115186725,75.686084655,83.963110988,HR,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
2,102,80.667206364,2.1266630694,79.822588727,2.1115303495,75.684052674,83.961124779,HR,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
2,103,80.665591997,2.1266743543,79.82076183,2.1115422638,75.682202425,83.959321234,HR,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
2,104,80.664133723,2.126685855,79.819116035,2.1115543848,75.680532874,83.957699197,HR,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
2,105,80.662830615,2.1266975416,79.817650246,2.1115666828,75.679042981,83.956257512,HR,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
2,106,80.661681742,2.1267093853,79.816363368,2.111579129,75.677731708,83.954995027,HR,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
2,107,80.660686176,2.1267213579,79.815254303,2.1115916954,75.676598014,83.953910592,HR,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
2,108,80.659842988,2.1267334322,79.814321956,2.1116043547,75.675640855,83.953003057,HR,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
2,109,80.65915125,2.1267455816,79.81356523,2.1116170806,75.674859187,83.952271274,HR,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
2,110,80.658610033,2.1267577806,79.812983031,2.1116298474,75.674251965,83.951714097,HR,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
2,111,80.658218407,2.1267700042,79.812574261,2.1116426305,75.673818141,83.951330381,HR,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
2,112,80.657975445,2.1267822284,79.812337824,2.1116554058,75.673556665,83.951118984,HR,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
2,113,80.657880216,2.1267944298,79.812272625,2.11166815,75.673466488,83.951078763,HR,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
2,114,80.657931794,2.1268065858,79.812377568,2.1116808407,75.673546557,83.951208579,HR,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
2,115,80.658129248,2.1268186748,79.812651556,2.111693456,75.673795819,83.951507292,HR,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
2,116,80.658471649,2.1268306755,79.813093493,2.1117059751,75.674213219,83.951973767,HR,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
2,117,80.65895807,2.1268425676,79.813702283,2.1117183777,75.6747977,83.952606865,HR,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
2,118,80.659587581,2.1268543315,79.81447683,2.1117306441,75.675548206,83.953405455,HR,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
2,119,80.660359254,2.1268659482,79.815416039,2.1117427555,75.676463677,83.954368401,HR,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
2,120,80.661272159,2.1268773996,79.816518813,2.1117546938,75.677543052,83.955494574,HR,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
2,121,80.662325369,2.126888668,79.817784055,2.1117664414,75.678785269,83.956782841,HR,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
2,122,80.663517953,2.1268997366,79.819210671,2.1117779816,75.680189266,83.958232075,HR,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
2,123,80.664848984,2.1269105892,79.820797563,2.1117892982,75.681753979,83.959841148,HR,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
2,124,80.666317532,2.1269212102,79.822543636,2.1118003757,75.68347834,83.961608933,HR,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
2,125,80.667922668,2.1269315846,79.824447794,2.1118111993,75.685361284,83.963534304,HR,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
2,126,80.669663465,2.1269416983,79.826508941,2.1118217546,75.687401743,83.965616139,HR,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
2,127,80.671538993,2.1269515375,79.82872598,2.1118320282,75.689598646,83.967853314,HR,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
2,128,80.673548323,2.1269610891,79.831097816,2.1118420071,75.691950924,83.970244708,HR,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
2,129,80.675690526,2.1269703408,79.833623352,2.1118516787,75.694457504,83.972789201,HR,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
2,130,80.677964675,2.1269792807,79.836301493,2.1118610315,75.697117313,83.975485672,HR,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
2,131,80.680369839,2.1269878975,79.839131142,2.111870054,75.699929278,83.978333005,HR,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
2,132,80.68290509,2.1269961804,79.842111203,2.1118787358,75.702892323,83.981330082,HR,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
2,133,80.6855695,2.1270041194,79.84524058,2.1118870666,75.706005373,83.984475788,HR,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
2,134,80.688362139,2.1270117049,79.848518178,2.1118950371,75.709267348,83.987769008,HR,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
2,135,80.691282078,2.1270189278,79.8519429,2.1119026381,75.712677172,83.991208627,HR,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
2,136,80.69432839,2.1270257797,79.855513649,2.1119098613,75.716233765,83.994793534,HR,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
2,137,80.697500145,2.1270322525,79.859229331,2.1119166987,75.719936045,83.998522617,HR,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
2,138,80.700796414,2.1270383388,79.863088849,2.111923143,75.723782932,84.002394765,HR,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
2,139,80.704216268,2.1270440316,79.867091106,2.1119291871,75.727773344,84.006408869,HR,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
2,140,80.70775878,2.1270493245,79.871235007,2.1119348247,75.731906195,84.01056382,HR,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
2,141,80.711423019,2.1270542114,79.875519456,2.1119400499,75.736180403,84.01485851,HR,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
2,142,80.715208057,2.127058687,79.879943357,2.1119448572,75.740594881,84.019291832,HR,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
2,143,80.719112966,2.1270627461,79.884505613,2.1119492416,75.745148544,84.023862682,HR,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
2,144,80.723136816,2.1270663843,79.889205129,2.1119531987,75.749840304,84.028569954,HR,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
2,145,80.727278679,2.1270695973,79.894040808,2.1119567244,75.754669073,84.033412543,HR,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
2,146,80.731537625,2.1270723816,79.899011555,2.111959815,75.759633762,84.038389347,HR,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
2,147,80.735912727,2.1270747339,79.904116273,2.1119624674,75.764733282,84.043499264,HR,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
2,148,80.740403055,2.1270766513,79.909353866,2.1119646788,75.76996654,84.048741191,HR,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
