DonorParity,TimeFromTransfusion,PredVal_Base,StdErrVal_Base,PredVal_Full,StdErrVal_Full,Lower_Full,Upper_Full,VitalParam,CompFactor,CompName,VitalName,YLabel
0,0,83.738574412,2.1056738678,82.990953761,2.0912126288,78.892239831,87.089667691,HR,DonorParity,Donor Parity,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
0,1,83.721655678,2.1056737052,82.973214801,2.0912128399,78.874500458,87.071929145,HR,DonorParity,Donor Parity,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
0,2,83.704260419,2.1056716877,82.954977277,2.0912112079,78.856266133,87.053688422,HR,DonorParity,Donor Parity,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
0,3,83.686401934,2.1056678593,82.93625522,2.0912077765,78.837550801,87.03495964,HR,DonorParity,Donor Parity,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
0,4,83.668093526,2.1056622676,82.917062659,2.0912025931,78.818368399,87.01575692,HR,DonorParity,Donor Parity,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
0,5,83.649348497,2.1056549631,82.897413626,2.0911957079,78.798732861,86.996094392,HR,DonorParity,Donor Parity,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
0,6,83.630180148,2.1056459991,82.877322151,2.0911871742,78.778658111,86.97598619,HR,DonorParity,Donor Parity,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
0,7,83.610601781,2.1056354316,82.856802263,2.0911770477,78.758158072,86.955446455,HR,DonorParity,Donor Parity,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
0,8,83.590626698,2.1056233191,82.835867995,2.0911653865,78.737246659,86.934489331,HR,DonorParity,Donor Parity,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
0,9,83.5702682,2.105609722,82.814533376,2.0911522509,78.715937785,86.913128967,HR,DonorParity,Donor Parity,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
0,10,83.549539589,2.1055947028,82.792812437,2.0911377031,78.694245359,86.891379514,HR,DonorParity,Donor Parity,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
0,11,83.528454167,2.1055783256,82.770719207,2.091121807,78.672183286,86.869255129,HR,DonorParity,Donor Parity,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
0,12,83.507025236,2.1055606562,82.748267719,2.0911046279,78.649765468,86.84676997,HR,DonorParity,Donor Parity,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
0,13,83.485266097,2.1055417613,82.725472002,2.0910862325,78.627005805,86.823938199,HR,DonorParity,Donor Parity,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
0,14,83.463190052,2.1055217089,82.702346086,2.0910666884,78.603918195,86.800773977,HR,DonorParity,Donor Parity,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
0,15,83.440810403,2.105500568,82.678904003,2.0910460641,78.580516535,86.777291471,HR,DonorParity,Donor Parity,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
0,16,83.418140451,2.105478408,82.655159782,2.091024429,78.556814718,86.753504846,HR,DonorParity,Donor Parity,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
0,17,83.395193498,2.105455299,82.631127455,2.0910018527,78.532826639,86.72942827,HR,DonorParity,Donor Parity,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
0,18,83.371982846,2.1054313113,82.606821051,2.0909784053,78.508566192,86.705075909,HR,DonorParity,Donor Parity,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
0,19,83.348521797,2.1054065154,82.582254601,2.0909541568,78.484047268,86.680461933,HR,DonorParity,Donor Parity,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
0,20,83.324823652,2.1053809817,82.557442136,2.0909291775,78.459283762,86.655600509,HR,DonorParity,Donor Parity,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
0,21,83.300901713,2.1053547804,82.532397685,2.0909035372,78.434289566,86.630505805,HR,DonorParity,Donor Parity,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
0,22,83.276769282,2.1053279815,82.507135281,2.0908773055,78.409078575,86.605191987,HR,DonorParity,Donor Parity,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
0,23,83.252439661,2.1053006543,82.481668952,2.0908505514,78.383664683,86.579673221,HR,DonorParity,Donor Parity,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
0,24,83.22792615,2.1052728674,82.45601273,2.0908233433,78.358061788,86.553963672,HR,DonorParity,Donor Parity,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
0,25,83.203242053,2.105244689,82.430180645,2.0907957488,78.332283788,86.528077503,HR,DonorParity,Donor Parity,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
0,26,83.17840067,2.1052161858,82.404186728,2.0907678345,78.306344582,86.502028874,HR,DonorParity,Donor Parity,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
0,27,83.153415303,2.1051874238,82.378045009,2.090739666,78.280258072,86.475831945,HR,DonorParity,Donor Parity,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
0,28,83.128299255,2.1051584676,82.351769518,2.0907113076,78.254038162,86.449500873,HR,DonorParity,Donor Parity,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
0,29,83.103065826,2.1051293808,82.325374286,2.0906828223,78.227698761,86.423049811,HR,DonorParity,Donor Parity,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
0,30,83.077728319,2.1051002251,82.298873343,2.0906542719,78.201253776,86.39649291,HR,DonorParity,Donor Parity,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
0,31,83.052300035,2.105071061,82.272280721,2.0906257163,78.174717122,86.369844319,HR,DonorParity,Donor Parity,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
0,32,83.026794276,2.1050419473,82.245610448,2.0905972139,78.148102713,86.343118183,HR,DonorParity,Donor Parity,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
0,33,83.001224343,2.1050129409,82.218876557,2.0905688215,78.12142447,86.316328644,HR,DonorParity,Donor Parity,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
0,34,82.975603539,2.104984097,82.192093077,2.0905405939,78.094696316,86.289489839,HR,DonorParity,Donor Parity,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
0,35,82.949945165,2.104955469,82.165274039,2.0905125839,78.067932176,86.262615902,HR,DonorParity,Donor Parity,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
0,36,82.924262523,2.1049271079,82.138433473,2.0904848426,78.041145983,86.235720964,HR,DonorParity,Donor Parity,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
0,37,82.898568915,2.104899063,82.111585411,2.0904574187,78.01435167,86.208819151,HR,DonorParity,Donor Parity,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
0,38,82.872877641,2.1048713812,82.084743881,2.090430359,77.987563177,86.181924586,HR,DonorParity,Donor Parity,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
0,39,82.847202005,2.1048441074,82.057922916,2.0904037078,77.960794447,86.155051384,HR,DonorParity,Donor Parity,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
0,40,82.821555307,2.1048172841,82.031136544,2.0903775074,77.934059427,86.128213661,HR,DonorParity,Donor Parity,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
0,41,82.79595085,2.1047909513,82.004398798,2.0903517976,77.907372071,86.101425524,HR,DonorParity,Donor Parity,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
0,42,82.770401934,2.104765147,81.977723706,2.090326616,77.880746335,86.074701078,HR,DonorParity,Donor Parity,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
0,43,82.744921863,2.1047399065,81.951125301,2.0903019976,77.854196181,86.048054421,HR,DonorParity,Donor Parity,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
0,44,82.719523937,2.1047152626,81.924617611,2.090277975,77.827735575,86.021499648,HR,DonorParity,Donor Parity,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
0,45,82.694221458,2.1046912458,81.898214669,2.0902545784,77.801378489,85.995050849,HR,DonorParity,Donor Parity,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
0,46,82.669027729,2.1046678841,81.871930503,2.0902318352,77.7751389,85.968722107,HR,DonorParity,Donor Parity,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
0,47,82.64395605,2.1046452027,81.845779146,2.0902097707,77.749030788,85.942527504,HR,DonorParity,Donor Parity,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
0,48,82.619019723,2.1046232245,81.819774626,2.0901884074,77.72306814,85.916481113,HR,DonorParity,Donor Parity,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
0,49,82.594232051,2.1046019697,81.793930975,2.0901677652,77.697264947,85.890597004,HR,DonorParity,Donor Parity,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
0,50,82.569606334,2.1045814561,81.768262224,2.0901478616,77.671635206,85.864889242,HR,DonorParity,Donor Parity,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
0,51,82.545155875,2.1045616987,81.742782402,2.0901287113,77.646192918,85.839371886,HR,DonorParity,Donor Parity,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
0,52,82.520893976,2.10454271,81.71750554,2.0901103268,77.620952089,85.814058991,HR,DonorParity,Donor Parity,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
0,53,82.496833937,2.1045245002,81.692445668,2.0900927177,77.595926731,85.788964606,HR,DonorParity,Donor Parity,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
0,54,82.472989061,2.1045070767,81.667616818,2.0900758914,77.57113086,85.764102777,HR,DonorParity,Donor Parity,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
0,55,82.449372649,2.1044904445,81.64303302,2.0900598526,77.546578497,85.739487543,HR,DonorParity,Donor Parity,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
0,56,82.425998004,2.1044746062,81.618708303,2.0900446035,77.522283668,85.715132938,HR,DonorParity,Donor Parity,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
0,57,82.402878427,2.1044595618,81.594656699,2.090030144,77.498260404,85.691052994,HR,DonorParity,Donor Parity,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
0,58,82.380027219,2.1044453091,81.570892238,2.0900164717,77.47452274,85.667261736,HR,DonorParity,Donor Parity,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
0,59,82.357457682,2.1044318434,81.54742895,2.0900035816,77.451084717,85.643773184,HR,DonorParity,Donor Parity,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
0,60,82.335183119,2.1044191577,81.524280867,2.0899914666,77.427960378,85.620601355,HR,DonorParity,Donor Parity,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
0,61,82.313214385,2.1044072408,81.501459434,2.0899801152,77.405161193,85.597757674,HR,DonorParity,Donor Parity,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
0,62,82.291552556,2.1043960711,81.47896576,2.0899695058,77.382688314,85.575243206,HR,DonorParity,Donor Parity,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
0,63,82.270196265,2.1043856252,81.45679837,2.0899596151,77.360540309,85.55305643,HR,DonorParity,Donor Parity,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
0,64,82.249144141,2.1043758801,81.434955789,2.08995042,77.33871575,85.531195827,HR,DonorParity,Donor Parity,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
0,65,82.228394815,2.1043668131,81.413436541,2.0899418979,77.317213206,85.509659877,HR,DonorParity,Donor Parity,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
0,66,82.207946919,2.104358402,81.392239153,2.0899340268,77.296031245,85.488447061,HR,DonorParity,Donor Parity,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
0,67,82.187799083,2.1043506251,81.371362148,2.0899267847,77.275168434,85.467555861,HR,DonorParity,Donor Parity,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
0,68,82.167949938,2.1043434608,81.35080405,2.0899201503,77.25462334,85.446984761,HR,DonorParity,Donor Parity,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
0,69,82.148398116,2.1043368883,81.330563386,2.0899141027,77.234394529,85.426732244,HR,DonorParity,Donor Parity,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
0,70,82.129142246,2.1043308869,81.31063868,2.0899086212,77.214480566,85.406796794,HR,DonorParity,Donor Parity,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
0,71,82.110180961,2.1043254364,81.291028456,2.0899036857,77.194880016,85.387176897,HR,DonorParity,Donor Parity,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
0,72,82.091512891,2.1043205169,81.27173124,2.0898992764,77.175591442,85.367871039,HR,DonorParity,Donor Parity,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
0,73,82.073136666,2.1043161091,81.252745556,2.0898953738,77.156613407,85.348877706,HR,DonorParity,Donor Parity,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
0,74,82.055050919,2.1043121938,81.234069929,2.0898919589,77.137944473,85.330195386,HR,DonorParity,Donor Parity,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
0,75,82.037254279,2.1043087523,81.215702884,2.089889013,77.119583202,85.311822567,HR,DonorParity,Donor Parity,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
0,76,82.019745377,2.1043057664,81.197642946,2.0898865178,77.101528154,85.293757738,HR,DonorParity,Donor Parity,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
0,77,82.002522846,2.104303218,81.179888639,2.0898844554,77.083777889,85.275999389,HR,DonorParity,Donor Parity,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
0,78,81.985585315,2.1043010895,81.162438489,2.0898828083,77.066330967,85.25854601,HR,DonorParity,Donor Parity,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
0,79,81.968931415,2.1042993638,81.145291019,2.0898815591,77.049185946,85.241396093,HR,DonorParity,Donor Parity,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
0,80,81.952559778,2.1042980239,81.128444756,2.0898806911,77.032341384,85.224548128,HR,DonorParity,Donor Parity,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
0,81,81.936469034,2.1042970532,81.111898223,2.0898801878,77.015795838,85.208000609,HR,DonorParity,Donor Parity,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
0,82,81.920657815,2.1042964357,81.095649946,2.0898800329,76.999547864,85.191752028,HR,DonorParity,Donor Parity,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
0,83,81.90512475,2.1042961554,81.07969845,2.0898802106,76.983596019,85.17580088,HR,DonorParity,Donor Parity,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
0,84,81.889868472,2.1042961969,81.064042258,2.0898807055,76.967938858,85.160145658,HR,DonorParity,Donor Parity,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
0,85,81.874887611,2.1042965449,81.048679897,2.0898815025,76.952574935,85.144784859,HR,DonorParity,Donor Parity,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
0,86,81.860180797,2.1042971847,81.03360989,2.0898825867,76.937502803,85.129716977,HR,DonorParity,Donor Parity,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
0,87,81.845746663,2.1042981017,81.018830763,2.0898839435,76.922721017,85.11494051,HR,DonorParity,Donor Parity,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
0,88,81.831583838,2.1042992817,81.004341041,2.089885559,76.908228128,85.100453954,HR,DonorParity,Donor Parity,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
0,89,81.817690955,2.1043007109,80.990139248,2.0898874191,76.894022689,85.086255806,HR,DonorParity,Donor Parity,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
0,90,81.804066643,2.1043023757,80.976223909,2.0898895105,76.880103251,85.072344566,HR,DonorParity,Donor Parity,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
0,91,81.790709533,2.1043042628,80.962593549,2.0898918198,76.866468365,85.058718732,HR,DonorParity,Donor Parity,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
0,92,81.777618257,2.1043063594,80.949246692,2.0898943342,76.85311658,85.045376804,HR,DonorParity,Donor Parity,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
0,93,81.764791446,2.1043086528,80.936181864,2.089897041,76.840046447,85.032317282,HR,DonorParity,Donor Parity,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
0,94,81.75222773,2.1043111307,80.92339759,2.089899928,76.827256514,85.019538666,HR,DonorParity,Donor Parity,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
0,95,81.73992574,2.104313781,80.910892394,2.0899029832,76.81474533,85.007039457,HR,DonorParity,Donor Parity,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
0,96,81.727884108,2.104316592,80.8986648,2.0899061948,76.802511442,84.994818159,HR,DonorParity,Donor Parity,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
0,97,81.716101463,2.1043195523,80.886713335,2.0899095514,76.790553397,84.982873272,HR,DonorParity,Donor Parity,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
0,98,81.704576438,2.1043226507,80.875036522,2.0899130419,76.778869743,84.9712033,HR,DonorParity,Donor Parity,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
0,99,81.693307663,2.1043258763,80.863632886,2.0899166555,76.767459025,84.959806747,HR,DonorParity,Donor Parity,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
0,100,81.682293769,2.1043292186,80.852500953,2.0899203816,76.756319789,84.948682117,HR,DonorParity,Donor Parity,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
0,101,81.671533387,2.1043326673,80.841639247,2.0899242099,76.745450579,84.937827914,HR,DonorParity,Donor Parity,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
0,102,81.661025148,2.1043362122,80.831046292,2.0899281303,76.734849941,84.927242644,HR,DonorParity,Donor Parity,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
0,103,81.650767682,2.1043398436,80.820720615,2.0899321332,76.724516418,84.916924812,HR,DonorParity,Donor Parity,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
0,104,81.640759621,2.104343552,80.810660738,2.089936209,76.714448553,84.906872924,HR,DonorParity,Donor Parity,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
0,105,81.630999596,2.1043473282,80.800865189,2.0899403485,76.70464489,84.897085487,HR,DonorParity,Donor Parity,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
0,106,81.621486237,2.1043511632,80.79133249,2.0899445428,76.695103971,84.887561009,HR,DonorParity,Donor Parity,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
0,107,81.612218176,2.1043550481,80.782061167,2.089948783,76.685824337,84.878297997,HR,DonorParity,Donor Parity,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
0,108,81.603194043,2.1043589746,80.773049745,2.0899530609,76.67680453,84.86929496,HR,DonorParity,Donor Parity,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
0,109,81.59441247,2.1043629345,80.764296749,2.0899573682,76.668043092,84.860550405,HR,DonorParity,Donor Parity,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
0,110,81.585872086,2.1043669196,80.755800702,2.0899616968,76.659538562,84.852062843,HR,DonorParity,Donor Parity,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
0,111,81.577571524,2.1043709224,80.747560132,2.0899660392,76.65128948,84.843830783,HR,DonorParity,Donor Parity,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
0,112,81.569509415,2.1043749352,80.739573561,2.0899703877,76.643294386,84.835852735,HR,DonorParity,Donor Parity,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
0,113,81.561684388,2.1043789508,80.731839515,2.0899747352,76.635551819,84.82812721,HR,DonorParity,Donor Parity,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
0,114,81.554095075,2.1043829621,80.724356518,2.0899790746,76.628060318,84.820652719,HR,DonorParity,Donor Parity,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
0,115,81.546740107,2.1043869625,80.717123096,2.0899833992,76.62081842,84.813427773,HR,DonorParity,Donor Parity,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
0,116,81.539618115,2.1043909451,80.710137774,2.0899877024,76.613824663,84.806450884,HR,DonorParity,Donor Parity,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
0,117,81.53272773,2.1043949038,80.703399075,2.0899919778,76.607077584,84.799720565,HR,DonorParity,Donor Parity,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
0,118,81.526067582,2.1043988323,80.696905525,2.0899962193,76.600575722,84.793235329,HR,DonorParity,Donor Parity,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
0,119,81.519636303,2.1044027247,80.690655649,2.090000421,76.59431761,84.786993688,HR,DonorParity,Donor Parity,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
0,120,81.513432524,2.1044065753,80.684647972,2.0900045773,76.588301787,84.780994157,HR,DonorParity,Donor Parity,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
0,121,81.507454875,2.1044103786,80.678881018,2.0900086826,76.582526786,84.775235249,HR,DonorParity,Donor Parity,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
0,122,81.501701987,2.1044141293,80.673353312,2.0900127316,76.576991144,84.769715479,HR,DonorParity,Donor Parity,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
0,123,81.496172492,2.1044178223,80.668063379,2.0900167193,76.571693396,84.764433362,HR,DonorParity,Donor Parity,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
0,124,81.49086502,2.1044214526,80.663009743,2.0900206408,76.566632074,84.759387412,HR,DonorParity,Donor Parity,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
0,125,81.485778203,2.1044250156,80.658190931,2.0900244914,76.561805715,84.754576147,HR,DonorParity,Donor Parity,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
0,126,81.48091067,2.1044285068,80.653605466,2.0900282666,76.55721285,84.749998081,HR,DonorParity,Donor Parity,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
0,127,81.476261054,2.1044319218,80.649251873,2.0900319621,76.552852014,84.745651731,HR,DonorParity,Donor Parity,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
0,128,81.471827984,2.1044352566,80.645128677,2.0900355739,76.548721739,84.741535614,HR,DonorParity,Donor Parity,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
0,129,81.467610093,2.1044385071,80.641234402,2.0900390979,76.544820558,84.737648247,HR,DonorParity,Donor Parity,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
0,130,81.46360601,2.1044416696,80.637567575,2.0900425305,76.541147003,84.733988147,HR,DonorParity,Donor Parity,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
0,131,81.459814367,2.1044447405,80.634126719,2.0900458681,76.537699605,84.730553833,HR,DonorParity,Donor Parity,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
0,132,81.456233795,2.1044477164,80.630910359,2.0900491073,76.534476897,84.727343822,HR,DonorParity,Donor Parity,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
0,133,81.452862924,2.1044505941,80.627917021,2.0900522448,76.531477409,84.724356633,HR,DonorParity,Donor Parity,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
0,134,81.449700386,2.1044533705,80.625145228,2.0900552777,76.528699672,84.721590785,HR,DonorParity,Donor Parity,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
0,135,81.446744812,2.1044560426,80.622593506,2.090058203,76.526142216,84.719044796,HR,DonorParity,Donor Parity,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
0,136,81.443994832,2.1044586078,80.62026038,2.090061018,76.523803573,84.716717187,HR,DonorParity,Donor Parity,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
0,137,81.441449077,2.1044610634,80.618144374,2.0900637202,76.521682271,84.714606477,HR,DonorParity,Donor Parity,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
0,138,81.439106179,2.1044634071,80.616244013,2.0900663071,76.519776839,84.712711187,HR,DonorParity,Donor Parity,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
0,139,81.436964767,2.1044656366,80.614557822,2.0900687766,76.518085809,84.711029836,HR,DonorParity,Donor Parity,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
0,140,81.435023474,2.1044677497,80.613084326,2.0900711265,76.516607707,84.709560946,HR,DonorParity,Donor Parity,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
0,141,81.43328093,2.1044697445,80.61182205,2.0900733549,76.515341063,84.708303037,HR,DonorParity,Donor Parity,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
0,142,81.431735766,2.1044716192,80.610769518,2.09007546,76.514284405,84.707254631,HR,DonorParity,Donor Parity,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
0,143,81.430386613,2.1044733722,80.609925256,2.0900774402,76.513436261,84.70641425,HR,DonorParity,Donor Parity,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
0,144,81.429232102,2.1044750018,80.609287787,2.0900792938,76.51279516,84.705780414,HR,DonorParity,Donor Parity,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
0,145,81.428270863,2.1044765066,80.608855637,2.0900810197,76.512359627,84.705351647,HR,DonorParity,Donor Parity,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
0,146,81.427501529,2.1044778856,80.608627331,2.0900826165,76.512128192,84.705126471,HR,DonorParity,Donor Parity,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
0,147,81.426922728,2.1044791374,80.608601394,2.090084083,76.51209938,84.705103408,HR,DonorParity,Donor Parity,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
0,148,81.426533094,2.1044802611,80.60877635,2.0900854185,76.512271718,84.705280981,HR,DonorParity,Donor Parity,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
0,149,81.426331256,2.1044812559,80.609150723,2.0900866219,76.512643733,84.705657714,HR,DonorParity,Donor Parity,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
0,150,81.426315845,2.1044821211,80.60972304,2.0900876927,76.513213952,84.706232129,HR,DonorParity,Donor Parity,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
0,151,81.426485493,2.1044828559,80.610491825,2.0900886301,76.513980899,84.707002751,HR,DonorParity,Donor Parity,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
0,152,81.42683883,2.1044834599,80.611455602,2.0900894338,76.514943101,84.707968104,HR,DonorParity,Donor Parity,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
0,153,81.427374487,2.1044839327,80.612612897,2.0900901034,76.516099083,84.709126711,HR,DonorParity,Donor Parity,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
